mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,param,Treat,Ci
19.58426493841616,0.008858646882341012,0.4537483871479962,18.738406332485773,19.259502144077445,19.576787536862497,19.883202779933697,20.515460592319872,2623.5866222861705,1.0007588594145898,kopt,c.c,fixed 207
23.09095579283311,0.2252769224420374,9.564468478290697,10.717124641564448,15.857460853429377,21.256223474659635,28.06958787719773,46.662914709291066,1802.5539477135205,1.000464028111956,Ha,c.c,fixed 207
304.9608125375775,0.01834112025430247,0.7472973578216069,303.4230025820335,304.4417816835817,305.0390710219724,305.5369749876095,306.18744652941626,1660.1035443705073,1.0005802137038458,Topt,c.c,fixed 207
1.9552151455130151,0.00442267182724387,0.22101816492384968,1.586855960318706,1.8009811557424968,1.932274533907969,2.0953410933180714,2.446693407828428,2497.39080090196,0.9996239416607553,sigma,c.c,fixed 207
-43.80836992603272,0.03997832098957498,1.5113548327228725,-47.68185437396341,-44.59634190737546,-43.464091331059464,-42.67978566222183,-41.86018782131252,1429.1696233546704,1.0007135147485153,lp__,c.c,fixed 207
11.559075597481328,0.014375439914772178,0.6924483916613088,10.267457902101848,11.077100257500238,11.554797803401865,12.006078215231982,12.908001474963084,2320.2379945374114,1.0003140826923922,kopt,c.w,fixed 207
40.8865788206077,0.38195240046243273,19.29744163488595,12.185907094215708,26.246044616629703,38.08517396195029,53.203611614898435,83.32896125455581,2552.5895360507134,1.0000255455927614,Ha,c.w,fixed 207
306.5122033292462,0.023457873165427755,1.0605279216222903,304.1887388424545,305.8746343553534,306.59622760825306,307.2082678014451,308.445880072995,2043.934370358781,1.003226501179162,Topt,c.w,fixed 207
2.650096064224125,0.005991811581685457,0.3003007648688508,2.1490806495581483,2.4400821929150904,2.6220552607743133,2.8286551865514697,3.315858051745079,2511.8666538503912,0.9996058885297372,sigma,c.w,fixed 207
-59.68463275504458,0.03745612771764805,1.5612511538202063,-63.637561117195524,-60.43632909542995,-59.33079236857233,-58.519011106705534,-57.75603031654059,1737.3998923341526,1.0020417548130964,lp__,c.w,fixed 207
14.657836095771533,0.009946449878843472,0.5074444144863621,13.708979836417482,14.313565787119217,14.656136254789915,14.988331503296969,15.707920296401605,2602.7997480161785,0.9999335960482784,kopt,w.c,fixed 207
34.90689467119242,0.3205878821524395,15.692394799401809,12.050661541106104,22.821833440114204,32.59955152184996,43.83769752168358,71.9148286936555,2395.985837843618,0.999863694466098,Ha,w.c,fixed 207
306.1203221030668,0.019542428413801712,0.8834048824822197,304.08126233739034,305.6167327049943,306.25496373328724,306.74134896602123,307.56387241626055,2043.4430139716035,1.0005491492018304,Topt,w.c,fixed 207
2.1979275926090915,0.00525708529052181,0.2601536044999737,1.7597361018231001,2.0194623570057915,2.1750211813038343,2.3519711456706176,2.782172431807113,2448.892093290368,0.9995157053027214,sigma,w.c,fixed 207
-48.242943738194576,0.03650976680783275,1.5650580084401602,-52.30822306053143,-49.061267998816675,-47.900925065718134,-47.06748506366785,-46.22723971048112,1837.5652113465922,1.000508856240589,lp__,w.c,fixed 207
14.838921491676398,0.008065176637336314,0.38752131907612203,14.092218849653577,14.579291519136081,14.835169278941347,15.083888845286694,15.66119542985661,2308.6783626352603,0.9998839603550387,kopt,w.w,fixed 207
40.11577504960565,0.34329833583205255,14.68977883838302,16.420723421964897,29.773089052443893,38.11174530913733,48.67276480324814,74.69834678860948,1830.9948313783243,1.0002524223173075,Ha,w.w,fixed 207
306.79405069588256,0.012073082841522214,0.533308776891053,305.50816448570555,306.50938305875366,306.85678513162816,307.1483648836625,307.6796555145154,1951.2867744269317,1.0034666445929286,Topt,w.w,fixed 207
1.533178646555209,0.003461569453913332,0.17557110717651497,1.2423704356536756,1.4118601865983853,1.5177665095053157,1.639069290613287,1.9211759373070343,2572.5273225054916,1.000244599696429,sigma,w.w,fixed 207
-33.17361045819811,0.038885339574356005,1.5762942887166729,-37.073638910518746,-33.94290326156501,-32.7960148948331,-32.01136466267349,-31.24067226792959,1643.2468644814578,1.0003208746324275,lp__,w.w,fixed 207
33.91076761646627,0.015747970348691808,0.7770628602526805,32.388596586291534,33.39221556580897,33.91908770365548,34.4431678397447,35.459810662892544,2434.7990737713503,1.0002150183225675,kopt,c.c,fixed 505
37.04756463746588,0.16618456470643347,8.359908178462046,21.85165837452545,31.205335629631115,36.39523621815091,42.44525457783799,54.72224900422395,2530.5891811880583,1.0003570729784703,Ha,c.c,fixed 505
309.0606057414766,0.007211634682896364,0.3726858225711252,308.3602131275021,308.8092077186084,309.0486039314102,309.3011977905156,309.82471354055974,2670.658184216842,1.0018325106049022,Topt,c.c,fixed 505
3.1262870896568953,0.006895501865718626,0.35278312269158313,2.540329862621831,2.876344232906678,3.0887656252695113,3.3399133618817487,3.8988152958701208,2617.4828184594226,1.0007834985968633,sigma,c.c,fixed 505
-62.34781878718006,0.03460363612610462,1.4952292825439162,-65.93925868972957,-63.10193073332119,-62.02021528716271,-61.24003510916332,-60.47570988431151,1867.1194979953366,0.9999593801296841,lp__,c.c,fixed 505
21.31448416447042,0.015233325627227583,0.7404458903105239,19.886228627894617,20.830708545850694,21.287003595175584,21.804235056260794,22.797562198314576,2362.638097662081,1.000570245599403,kopt,c.w,fixed 505
39.05966440016475,0.30551084740719403,14.17192456276135,14.776218398360324,28.825812932090635,37.955576356003675,48.02093122275825,69.10644907280583,2151.812342205905,0.9995106830445861,Ha,c.w,fixed 505
310.81885104690235,0.020003570275777753,0.9138176145108993,309.21461291208715,310.2475634500685,310.75255892202415,311.32632700948415,312.7497122041359,2086.91143003911,0.9995637097990586,Topt,c.w,fixed 505
3.615906087470322,0.007827561084297061,0.39558890075289416,2.95602721415546,3.3333741417070133,3.571080286798938,3.856095699700156,4.4876679472479495,2554.084520011785,1.0002375033501794,sigma,c.w,fixed 505
-73.10707471739697,0.041437768037060424,1.6612318233101704,-77.24625933055782,-73.88173435827647,-72.7216941516832,-71.90361106694733,-71.07179294388506,1607.1920451898625,1.0003242368466674,lp__,c.w,fixed 505
26.9498235818958,0.015460083247228482,0.7200890818415959,25.506226350208568,26.462889230871788,26.958642003643387,27.435614393422185,28.34914653635025,2169.4457574850744,0.9999979000996742,kopt,w.c,fixed 505
46.64136559856118,0.24810213530156822,12.280779109633258,24.439926028466125,38.05679860501243,45.95022277189141,54.34420238676463,72.49005397437263,2450.139634632668,0.9995176897852249,Ha,w.c,fixed 505
309.73690105854075,0.009143999665843538,0.4763895237941653,308.7951881710803,309.42545198969754,309.7384075017727,310.04783592445835,310.67132932550595,2714.263470194783,0.9991760366439372,Topt,w.c,fixed 505
3.4053095097732746,0.007507559963761602,0.38370953561466886,2.7536277077072935,3.1415252466071473,3.3713554771228846,3.6389977499758173,4.257865866257269,2612.2068549087403,0.9994273094106569,sigma,w.c,fixed 505
-66.08630165634294,0.03508811322088613,1.5128291087133607,-69.80612506893604,-66.84036820590597,-65.75832990044624,-64.95293199231068,-64.18249880904105,1858.9157760925298,1.0013852638575715,lp__,w.c,fixed 505
28.00104044984571,0.010440777123105033,0.5224396614213754,27.005560898715647,27.65677671128068,27.993778635313106,28.342211486043407,29.026824552305246,2503.840318822357,0.9998675554834306,kopt,w.w,fixed 505
62.7793888803694,0.2345559798894781,11.53906564751427,42.33554776290693,54.91414214573284,62.00575734065161,69.92473787973938,87.63538944529392,2420.183351859928,0.9999615291510097,Ha,w.w,fixed 505
310.19550906415924,0.007312967633842845,0.3417894687257225,309.5368986704854,309.9692676234929,310.187200548899,310.4164804696803,310.90511433222315,2184.3893550490375,1.0003170069196952,Topt,w.w,fixed 505
2.4947857071162205,0.005098162656345992,0.2699123413666477,2.012451883605525,2.309176258782788,2.470421294237174,2.6618208253615125,3.068563775751705,2802.9678090682523,0.9992131586620292,sigma,w.w,fixed 505
-53.91440132242662,0.03229353415305792,1.4655288999195957,-57.678813400104865,-54.59633930139108,-53.59189098083051,-52.8321875375988,-52.09251821169813,2059.4802042871597,1.0011617913674389,lp__,w.w,fixed 505
