mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,param,Treat
-2.670282213233962,0.010617107090008591,0.45473953578839593,-3.5427857760410935,-2.9750042752825783,-2.6789247127276705,-2.3749972660931604,-1.7362669911549096,1834.4802157225167,1.0013017839491274,alpha,c.c
0.12407749892677084,3.2761805814674036e-4,0.014146146808181857,0.09525300918489236,0.1148792693970199,0.1243429662708676,0.1336706356403864,0.15110408223373506,1864.406713176845,1.0013794189733192,beta,c.c
2.511472463661591,0.004856300823159607,0.23202127829163,2.0760872122091523,2.353595091489522,2.500299891849595,2.659805769347188,3.0065913656535224,2282.6770257217127,0.9994050459132772,Q10,c.c
0.3258111594093791,8.27486649444559e-4,0.041469299298487715,0.2569067523890598,0.2957142692306791,0.3221908406778514,0.35153332670376464,0.4185215120627211,2511.4897098787105,0.9998890763552807,sigma,c.c
0.3228650049560698,7.96579212667095e-4,0.0412490076043672,0.2539369455317071,0.29392528951779484,0.31883776038959716,0.34653883153343423,0.41959121114884895,2681.4460962195635,1.0006738393601482,sigma_Q10,c.c
1.0520427545691629,0.0010840581520898279,0.052121139443429935,0.950328391271808,1.0167642098212974,1.0512768687253524,1.0871174214386707,1.1555571031247105,2311.6530023641685,0.9998064719327525,rdark_30,c.c
39.069334702441566,0.03658006780714621,1.6239482621567478,35.14718499281004,38.205741488797074,39.42112263336929,40.25782262644974,41.19657080630748,1970.858139351782,1.0000694215153672,lp__,c.c
-1.2815645469152712,0.01300973998476932,0.522190098018946,-2.3031946432091863,-1.6448058151140303,-1.2819903442950693,-0.9325787362981841,-0.2315789044577644,1611.0908498246795,1.0034818268163959,alpha,c.w
0.08522568134262293,3.8936812867137284e-4,0.015812912348038177,0.05386197659314414,0.07484007825676511,0.08540550010417115,0.09615061392800835,0.11598642138504989,1649.312412464138,1.0027500691253632,beta,c.w
1.7348795313881005,0.0034097327033902804,0.1610569590198124,1.426985185346299,1.6274756051322514,1.7310365728523798,1.8356223265790672,2.0634889421511624,2231.0963179770456,1.003492100501961,Q10,c.w
