mean,se_mean,sd,10%,25%,50%,75%,90%,n_eff,Rhat,param,Treat,Ci
19.58426493841616,0.008858646882341012,0.4537483871479962,19.005580646561246,19.259502144077445,19.576787536862497,19.883202779933697,20.17553829710473,2623.5866222861705,1.0007588594145898,kopt,c.c,fixed 207
23.09095579283311,0.2252769224420374,9.564468478290697,12.779768686711657,15.857460853429377,21.256223474659635,28.06958787719773,35.814907146118074,1802.5539477135205,1.000464028111956,Ha,c.c,fixed 207
304.9608125375775,0.01834112025430247,0.7472973578216069,303.91730359760544,304.4417816835817,305.0390710219724,305.5369749876095,305.86611462040645,1660.1035443705073,1.0005802137038458,Topt,c.c,fixed 207
1.9552151455130151,0.00442267182724387,0.22101816492384968,1.6896678888629835,1.8009811557424968,1.932274533907969,2.0953410933180714,2.242069509140181,2497.39080090196,0.9996239416607553,sigma,c.c,fixed 207
-43.80836992603272,0.03997832098957498,1.5113548327228725,-45.90369087294853,-44.59634190737546,-43.464091331059464,-42.67978566222183,-42.196184415305346,1429.1696233546704,1.0007135147485153,lp__,c.c,fixed 207
11.559075597481328,0.014375439914772178,0.6924483916613088,10.688293463643516,11.077100257500238,11.554797803401865,12.006078215231982,12.454262970170234,2320.2379945374114,1.0003140826923922,kopt,c.w,fixed 207
40.8865788206077,0.38195240046243273,19.29744163488595,17.386402172508895,26.246044616629703,38.08517396195029,53.203611614898435,67.80999607696243,2552.5895360507134,1.0000255455927614,Ha,c.w,fixed 207
306.5122033292462,0.023457873165427755,1.0605279216222903,305.1855359670834,305.8746343553534,306.59622760825306,307.2082678014451,307.73443487399663,2043.934370358781,1.003226501179162,Topt,c.w,fixed 207
2.650096064224125,0.005991811581685457,0.3003007648688508,2.289479885671079,2.4400821929150904,2.6220552607743133,2.8286551865514697,3.041161631272555,2511.8666538503912,0.9996058885297372,sigma,c.w,fixed 207
-59.68463275504458,0.03745612771764805,1.5612511538202063,-61.77372587529234,-60.43632909542995,-59.33079236857233,-58.519011106705534,-58.06266227459026,1737.3998923341526,1.0020417548130964,lp__,c.w,fixed 207
14.657836095771533,0.009946449878843472,0.5074444144863621,14.00121058961577,14.313565787119217,14.656136254789915,14.988331503296969,15.292641203574732,2602.7997480161785,0.9999335960482784,kopt,w.c,fixed 207
34.90689467119242,0.3205878821524395,15.692394799401809,16.515205875594326,22.821833440114204,32.59955152184996,43.83769752168358,56.16712023215049,2395.985837843618,0.999863694466098,Ha,w.c,fixed 207
306.1203221030668,0.019542428413801712,0.8834048824822197,304.8924740208068,305.6167327049943,306.25496373328724,306.74134896602123,307.12932971869935,2043.4430139716035,1.0005491492018304,Topt,w.c,fixed 207
2.1979275926090915,0.00525708529052181,0.2601536044999737,1.8800628972031304,2.0194623570057915,2.1750211813038343,2.3519711456706176,2.5478499343923304,2448.892093290368,0.9995157053027214,sigma,w.c,fixed 207
-48.242943738194576,0.03650976680783275,1.5650580084401602,-50.33198891724443,-49.061267998816675,-47.900925065718134,-47.06748506366785,-46.5699842876007,1837.5652113465922,1.000508856240589,lp__,w.c,fixed 207
14.838921491676398,0.008065176637336314,0.38752131907612203,14.349864712375501,14.579291519136081,14.835169278941347,15.083888845286694,15.324117882003021,2308.6783626352603,0.9998839603550387,kopt,w.w,fixed 207
40.11577504960565,0.34329833583205255,14.68977883838302,22.803580669347497,29.773089052443893,38.11174530913733,48.67276480324814,59.25910583095434,1830.9948313783243,1.0002524223173075,Ha,w.w,fixed 207
306.79405069588256,0.012073082841522214,0.533308776891053,306.14796643034254,306.50938305875366,306.85678513162816,307.1483648836625,307.3947765803303,1951.2867744269317,1.0034666445929286,Topt,w.w,fixed 207
1.533178646555209,0.003461569453913332,0.17557110717651497,1.3264707706584355,1.4118601865983853,1.5177665095053157,1.639069290613287,1.76429055664619,2572.5273225054916,1.000244599696429,sigma,w.w,fixed 207
-33.17361045819811,0.038885339574356005,1.5762942887166729,-35.363542414117,-33.94290326156501,-32.7960148948331,-32.01136466267349,-31.520696216885913,1643.2468644814578,1.0003208746324275,lp__,w.w,fixed 207
33.91076761646627,0.015747970348691808,0.7770628602526805,32.90675493102557,33.39221556580897,33.91908770365548,34.4431678397447,34.90862471927085,2434.7990737713503,1.0002150183225675,kopt,c.c,fixed 505
37.04756463746588,0.16618456470643347,8.359908178462046,26.70405043090772,31.205335629631115,36.39523621815091,42.44525457783799,48.14541835292114,2530.5891811880583,1.0003570729784703,Ha,c.c,fixed 505
309.0606057414766,0.007211634682896364,0.3726858225711252,308.5896556966987,308.8092077186084,309.0486039314102,309.3011977905156,309.54010545498915,2670.658184216842,1.0018325106049022,Topt,c.c,fixed 505
3.1262870896568953,0.006895501865718626,0.35278312269158313,2.7025592367282694,2.876344232906678,3.0887656252695113,3.3399133618817487,3.602182364398777,2617.4828184594226,1.0007834985968633,sigma,c.c,fixed 505
-62.34781878718006,0.03460363612610462,1.4952292825439162,-64.35338262419988,-63.10193073332119,-62.02021528716271,-61.24003510916332,-60.78144854020914,1867.1194979953366,0.9999593801296841,lp__,c.c,fixed 505
21.31448416447042,0.015233325627227583,0.7404458903105239,20.352080305703154,20.830708545850694,21.287003595175584,21.804235056260794,22.262523800849387,2362.638097662081,1.000570245599403,kopt,c.w,fixed 505
39.05966440016475,0.30551084740719403,14.17192456276135,21.64295873497557,28.825812932090635,37.955576356003675,48.02093122275825,57.455446401513,2151.812342205905,0.9995106830445861,Ha,c.w,fixed 505
310.81885104690235,0.020003570275777753,0.9138176145108993,309.77478049040536,310.2475634500685,310.75255892202415,311.32632700948415,311.9323272735016,2086.91143003911,0.9995637097990586,Topt,c.w,fixed 505
