mean,se_mean,sd,10%,25%,50%,75%,90%,n_eff,Rhat,param,Treat,rate,99%
41.970898411581615,0.08867198954773388,4.606276651018347,36.473210587233716,38.73404701708055,41.454862028301164,44.69691547201031,48.14106338749028,2698.5292514940706,0.9994055432833295,sigma,c.c,Jmax,NA
292.6423773386589,0.2018503972821237,8.494673816619557,281.8893922242642,287.0823391100062,292.6527327071197,298.0812956008864,303.2180627120316,1771.0637637849084,1.0009201721165153,Jmax_Topt,c.c,Jmax,NA
-184.81460001394854,0.0433004248804585,1.592237048635664,-186.9034331718424,-185.5923195895353,-184.4380655157701,-183.65945511644446,-183.16511961359777,1352.1694959190513,1.0016436858440347,lp__,c.c,Jmax,NA
190.9919601057332,0.202625675538972,7.611107444228851,183.13286668428006,186.5672569664344,190.26150868266365,194.35326854665524,198.78304436614326,1410.9341790066846,1.002495329550964,kopt,c.w,Jmax,NA
55.906838491546495,0.3930252524474045,16.287205333591448,36.57182966599372,44.27304845248975,54.31950263371532,65.34654855671423,77.36049356838028,1717.3239730246107,0.9997314133113538,Ha,c.w,Jmax,NA
314.75025238634817,0.059969556673462085,1.8015022355728232,313.0629375430252,313.6540933109659,314.40624849444043,315.34801770078286,316.7021385360801,902.4183840335243,1.0021485298008255,Topt,c.w,Jmax,NA
29.02747612871775,0.06601336102073027,3.067283912235077,25.314584295180403,26.83481099282384,28.76828690432611,30.96720203349943,33.13103144855296,2158.958346127822,1.0003543108692456,sigma,c.w,Jmax,NA
190.9919601057332,0.202625675538972,7.611107444228851,183.13286668428006,186.5672569664344,190.26150868266365,194.35326854665524,198.78304436614326,1410.9341790066846,1.002495329550964,Jmax_Topt,c.w,Jmax,NA
-168.5771431537076,0.05722747947555646,1.7809629347792169,-171.11102132343933,-169.37534367062298,-168.1425261238815,-167.2774553211566,-166.73757463284954,968.5020081795185,1.0027258949132543,lp__,c.w,Jmax,NA
227.79411602403718,0.1409039182798903,7.147981440886767,218.5862293175465,223.284981175681,227.81790717068804,232.5263539085533,236.8852298796131,2573.4793753505473,1.0000111568194177,kopt,w.c,Jmax,NA
65.26587496962082,0.3389831924670663,16.615613532647007,45.4382629730148,53.34449789607523,63.76295826771568,75.33884721393754,86.6575734692572,2402.5721227260924,1.0003213114715888,Ha,w.c,Jmax,NA
312.5279723561836,0.01586212803213245,0.7587433064798187,311.654368210464,312.02929169782874,312.46568925122915,312.93743482996143,313.49508781797937,2288.0570225094725,1.0000581245674935,Topt,w.c,Jmax,NA
35.99327629782518,0.07863915261693025,3.9718533485267282,31.30579712649,33.246795464511266,35.542270941388395,38.36811478879765,41.2987702110419,2550.99001941334,1.0000756208976351,sigma,w.c,Jmax,NA
227.79411602403718,0.1409039182798903,7.147981440886767,218.5862293175465,223.284981175681,227.81790717068804,232.5263539085533,236.8852298796131,2573.4793753505473,1.0000111568194177,Jmax_Topt,w.c,Jmax,NA
-169.40940643012212,0.038753024000536145,1.6372270331074459,-171.5621989428746,-170.18839633241066,-169.0305013694935,-168.2287815781791,-167.76785925467203,1784.8701198787696,1.0009077402842645,lp__,w.c,Jmax,NA
238.70528799021213,0.10990421182677512,5.257852421884667,232.12923792616323,235.134650333666,238.64435805997226,242.13287543428086,245.4294975846986,2288.696007669215,0.9999805300056775,kopt,w.w,Jmax,NA
64.94542696571092,0.298951451401572,13.039535064737207,49.97748395824676,55.78720541314488,63.65542067813449,72.497268746831935,81.60838427009129,1902.492181195888,0.9998659703386275,Ha,w.w,Jmax,NA
314.247644332912,0.01866952234801049,0.8500169606603977,313.2718579459987,313.6810717352049,314.15261135900266,314.7050212898164,315.3243221124602,2072.949724099365,1.0001308617600004,Topt,w.w,Jmax,NA
26.388429523673775,0.05747604080007803,2.892253671131998,22.93930596272094,24.34885190333899,26.105076028994255,28.102223377818643,30.21909125592083,2532.2062314238087,1.0002118962650504,sigma,w.w,Jmax,NA
238.70528799021213,0.10990421182677512,5.257852421884667,232.12923792616323,235.134650333666,238.64435805997226,242.13287543428086,245.4294975846986,2288.696007669215,0.9999805300056775,Jmax_Topt,w.w,Jmax,NA
-162.79660888164887,0.03971881427399692,1.579730630406845,-164.86858478951734,-163.58835365599813,-162.43187619120653,-161.6387515323829,-161.160176620168,1581.879973852965,0.9993026607655867,lp__,w.w,Jmax,NA
