Treat,rn,Estimate,Est.Error,Q5,Q95
c.c,Q10,2.7107112719328743,0.2897089764946699,2.2662651119085577,3.2045600004360573
w.w,Q10,1.780958603569353,0.20730285177944982,1.4605208817584507,2.132433170720504
w.c,Q10,1.586402020521015,0.18415100289894004,1.300953711145342,1.9074248551968391
c.w,Q10,1.865117310567474,0.211998469918889,1.5407816998338415,2.2331741374133762
c.c,R30,0.9945015738633999,0.04693090228739997,0.9202472166851486,1.0727443065860356
w.w,R30,1.1561440235738247,0.0997796181782052,1.0012876241746231,1.3306046986229896
w.c,R30,1.3353030270404358,0.09082982166272223,1.1889266975268564,1.4857991253989715
c.w,R30,1.1992813293806635,0.08411097131854792,1.0662532294528575,1.3423307189868663
