mean,se_mean,sd,10%,25%,50%,75%,90%,n_eff,Rhat,param,Treat,CO2
18.91997699137031,0.010440331626563387,0.5303180689834716,18.26393191662851,18.561000330944108,18.90937561860828,19.26427216136728,19.604423379728228,2580.1458814173257,0.9996286918643131,kopt,c.c,400
10.605161946799493,0.2196256421451792,8.356457188382091,2.8157958855158,4.940233645859111,8.76068393126023,13.744595318229832,20.794495038948604,1447.6990736331834,1.0025063588984815,Ha,c.c,400
303.31013905938875,0.0587114511243622,2.1046049767238713,300.34372641281806,302.06227539261465,303.7201619780119,304.8520041529653,305.6829256252687,1284.9775994063232,1.0015431671825088,Topt,c.c,400
2.369975318823298,0.005880067346317822,0.28778047297454373,2.0351685848220273,2.165686121592032,2.342403275916195,2.5397251291012193,2.739731663126193,2395.2896814594583,0.9999266359393386,sigma,c.c,400
-55.79574684091503,0.04156487518720806,1.5670474390788403,-57.89599770843169,-56.57296961545394,-55.448810869696544,-54.64586826533336,-54.14315606684294,1421.38368634073,1.0051575029985453,lp__,c.c,400
10.935675363907693,0.012756461624063048,0.455313158261887,10.405712033641324,10.614015199728874,10.883126986962399,11.205375710377538,11.542232291190519,1273.9721934368115,1.0026751149291036,kopt,c.w,400
23.181964945508053,1.0610530030474945,25.827624095321696,3.936815646240983,7.615884419526454,14.125626786617612,26.13179120610518,55.838632508718405,592.5087333592088,1.0074579456782824,Ha,c.w,400
305.6416337754436,0.07080764061713625,2.073940431333223,302.709141822073,304.7739470253207,306.2024737040564,307.07058733065304,307.6552495728994,857.8913905989465,1.00000878840301,Topt,c.w,400
1.3229241114127033,0.0065699950245029694,0.22390481494189804,1.055709852238364,1.1638798111806126,1.295512370103054,1.4526378572644874,1.6115720529952373,1161.4400146136816,1.003091545660852,sigma,c.w,400
-19.875138236177666,0.057272414434337254,1.759989432471263,-22.18177016936272,-20.834671010787265,-19.533833927289542,-18.54836510517635,-17.975231628267025,944.341631870058,1.0045263718405528,lp__,c.w,400
14.649399918635282,0.0122434423031253,0.6993239580146778,13.791717763106423,14.174188807821825,14.620811595200863,15.085494664553595,15.558326796243904,3262.4941068989465,0.9997830438536899,kopt,w.c,400
40.54296724508586,0.6171818714890026,29.09644525921418,10.092301533735462,18.34784024369947,32.46255394200267,55.38990100548524,88.13424276319752,2222.5602665180113,1.0000051355641777,Ha,w.c,400
306.28850132297134,0.030732259205704993,1.4949185949148178,304.5137736865608,305.74412192683116,306.57044748503097,307.2486763441285,307.7348004904503,2366.1709219924246,1.0009667420308013,Topt,w.c,400
2.311618515298567,0.0056747229748650005,0.3526379676942241,1.897096309943626,2.0596624309202607,2.2725754834145375,2.523924816308159,2.7792642726551593,3861.6135468484636,1.00017712143701,sigma,w.c,400
-34.840048364791365,0.029575371889712845,1.6202714573794215,-36.99954950930072,-35.689740764571184,-34.49692803735108,-33.62613896508456,-33.128688330158305,3001.339573386381,1.0011529973004616,lp__,w.c,400
15.383429361271137,0.009938036732168698,0.4756262025692505,14.767804872349725,15.065650192935802,15.399091262802191,15.713692544445172,15.969187835828823,2290.500279629123,0.9995464355567275,kopt,w.w,400
82.7858766786054,0.55734634650956,24.422242904507414,47.36329050557413,65.13028782469092,85.78382907315816,103.59820900512041,113.06114681155701,1920.0864183153271,0.9997296185322135,Ha,w.w,400
307.7774951702053,0.012495614755887155,0.5891720406841544,307.03599735561846,307.37479220654103,307.7746157752729,308.1627608297069,308.51388457017674,2223.1512146644563,1.001218662206575,Topt,w.w,400
2.0634283303319614,0.005088981633153575,0.24569686722965936,1.7651834654976861,1.8912100451195606,2.039105806111243,2.211801383556376,2.404716808616532,2330.97422425489,1.0006130046509816,sigma,w.w,400
-42.52951980768339,0.03144888821873463,1.5088680401266168,-44.53081826039052,-43.27147375560389,-42.22441543007028,-41.40918802582592,-40.935233590299106,2301.9290073206503,1.0001010085201711,lp__,w.w,400
33.14882641642629,0.01140496110067537,0.9058650069236617,32.01136653788981,32.52813233734068,33.13091296844888,33.731617687183615,34.325545367276774,6308.692365148128,0.9998713458626237,kopt,c.c,800
20.536353066597524,0.1139443231735855,7.951826417967064,10.93219939764927,14.986762858924738,19.908660038275144,25.432889856123825,30.95530499150243,4870.2179418164405,0.9998154181814906,Ha,c.c,800
308.8997636780561,0.012305275560004224,0.7868009452177104,308.0433993805472,308.52492689988986,308.95123458600165,309.3613840205822,309.7464472685739,4088.3404969575413,1.0002376273380733,Topt,c.c,800
3.4587816913300173,0.004698719015800339,0.4114250080451556,2.962951141900461,3.1678205891895916,3.4197053851872834,3.7028428422863016,4.004642673425301,7666.946323804931,1.000367974476662,sigma,c.c,800
-63.778097892980504,0.02704510534638654,1.683133165823312,-65.96804870826928,-64.56124842126478,-63.38470524224348,-62.5679405789964,-62.06007917919213,3873.1079407711068,1.0002873215569865,lp__,c.c,800
20.30908457872292,0.009046703383980703,0.6593306330650566,19.480289614325248,19.859718240252796,20.288391708132963,20.72496788202765,21.162416640461267,5311.6054189888,1.000318712776064,kopt,c.w,800
20.802111805043175,0.18422364256751503,11.88172491772177,6.549618629499597,12.22983581492204,19.55756320593676,27.655920340473003,35.8542736449402,4159.759829815439,1.0003050997863063,Ha,c.w,800
310.43844461643226,0.04680338103167943,1.738618987423083,309.05396098873933,309.79906493362995,310.41257815342505,310.99384897980406,311.65337994038316,1379.921502390336,1.000959670509627,Topt,c.w,800
2.3764276000417532,0.0040502387640645576,0.31497479317665034,2.00610543210821,2.1503684097388307,2.3437860267210286,2.560020258748782,2.794307912686506,6047.70149697914,1.00018838337188,sigma,c.w,800
-42.76536526405978,0.040598972973173046,1.9229383163127205,-45.350171557858594,-43.59536511805446,-42.292400562555684,-41.39366699473023,-40.853211947644326,2243.3684697183526,1.0003313838121606,lp__,c.w,800
27.41991382380792,0.01872921263648697,1.1921222086414671,25.91695442310468,26.615839431209864,27.39510169515399,28.19405596760255,28.968157023038096,4051.3756811122457,0.99972753481578025,kopt,w.c,800
42.55057363631681,0.34726727999625306,21.73714558130218,16.589111044315473,27.003573187511776,40.082874322980885,55.15685792741964,71.74560317839499,3918.1160684718825,0.9997035321537535,Ha,w.c,800
310.17281784233853,0.03302622014264636,1.3508161974532862,308.9134350510493,309.4932020323031,310.0957734489853,310.730319413585,311.3799762653732,1672.9184706664673,1.0012317599158995,Topt,w.c,800
4.503146538687873,0.009612124252448773,0.6478309318820205,3.7448127761797796,4.04337566454752,4.4284426715692575,4.888172765935449,5.344809086557564,4542.3919805412415,0.9997257171046959,sigma,w.c,800
-53.2669850845374,0.03839348279714092,1.8019434130408503,-55.67978651934108,-54.10386563651378,-52.8303081245606,-51.95022841389797,-51.43399198285792,2202.760483477731,0.9998833056182959,lp__,w.c,800
28.628938308537542,0.011135971754099458,0.884935048689649,27.496795405207447,28.043692497645235,28.635661950360344,29.22455251243273,29.769650606856747,6314.901063313654,1.0002646348018895,kopt,w.w,800
54.16572103747584,0.27473045538948715,18.79174151209297,33.22638348807451,40.886433683366675,51.080548205111256,64.2301916922552,79.76055605665314,4678.648815184339,1.0003493319207324,Ha,w.w,800
311.1656756574602,0.009935856840687164,0.7531089979278294,310.26049217378886,310.6717600000399,311.1247810863109,311.6197410076464,312.0910709661049,5745.1982840908195,0.9999605918051558,Topt,w.w,800
3.9090365137085104,0.005295022368299849,0.46410988311176293,3.3579182354923045,3.5833323255875027,3.8647173482043504,4.187130413351707,4.512412155570675,7682.561318498513,0.9999887062988905,sigma,w.w,800
-68.49265479225517,0.02360386959687267,1.6456106629698184,-70.70940470571878,-69.30383616357871,-68.1415374597684,-67.28401314005434,-66.77311479601252,4860.5763815350465,1.0008280512274281,lp__,w.w,800
