Treat,DOY,Rep,Plant,Leaf,Leaf.unique,Tleaf,Vcmax,Jmax,Rday,Vcmax.25,Jmax.25,Rday.25,LMA,N.perc,C.perc,N.area,C.area,Vcmax.N,Jmax.N,R.N
w.w,243,2,2,1,121,41.5,227.8939982,243.6598899,2.839697253,40.30771242,305.5346437,2.954293605,79.2,1.99,44.72,15.77024955,354.2101323,14.45088091,15.45060458,0.180066729
w.w,247,3,2,1,121,28,96.20774352,128.2920334,1.792289146,66.16806381,111.8957738,1.545086303,79.2,1.99,44.72,15.77024955,354.2101323,6.100584724,8.135066786,0.113650018
w.w,247,4,2,1,121,29.7,109.6810827,142.4387382,1.379057903,62.22616389,117.5729546,1.049097736,79.2,1.99,44.72,15.77024955,354.2101323,6.954936403,9.032116945,0.087446803
w.w,248,5,2,1,121,32.2,132.4926194,183.6768077,1.323423718,60.58749927,146.0983663,1.308436127,79.2,1.99,44.72,15.77024955,354.2101323,8.401428204,11.6470451,0.083919009
w.w,248,6,2,1,121,35.4,172.421379,217.5285506,1.022202764,56.51627903,178.3272182,1.018387333,79.2,1.99,44.72,15.77024955,354.2101323,10.93333231,13.7936023,0.064818427
w.w,248,7,2,1,121,36.3,168.4063759,231.9254692,1.180598336,51.92604375,198.3730288,1.141564204,79.2,1.99,44.72,15.77024955,354.2101323,10.67873881,14.70651865,0.074862375
w.w,248,8,2,1,121,40.1,230.2153037,263.571571,0.8372708,45.21165006,280.5937094,0.765371647,79.2,1.99,44.72,15.77024955,354.2101323,14.59807614,16.71321497,0.053091791
w.w,249,9,2,1,121,35.1,169.0213601,221.8244661,1.525390264,56.67109577,179.6877229,1.414896823,79.2,1.99,44.72,15.77024955,354.2101323,10.71773528,14.06600862,0.096725816
w.w,249,10,2,1,121,35.2,159.1706755,215.4755234,0.761522697,53.11198103,175.3720845,0.676408177,79.2,1.99,44.72,15.77024955,354.2101323,10.09309808,13.66341875,0.048288563
w.w,251,11,2,1,121,35.6,175.226148,258.3236111,2.559588763,54.53635824,217.5155471,1.656245362,79.2,1.99,44.72,15.77024955,354.2101323,11.11118422,16.38043902,0.162304899
w.w,251,12,2,1,121,41.7,240.667708,273.8136694,1.104926007,41.02565366,357.4768483,1.00929298,79.2,1.99,44.72,15.77024955,354.2101323,15.26086871,17.36267194,0.070063952
w.w,251,13,2,1,121,43.1,222.1503499,259.8579807,0.50904065,33.61935288,405.3862283,0.74867042,79.2,1.99,44.72,15.77024955,354.2101323,14.08667308,16.47773422,0.032278541
w.w,251,14,2,1,121,43.7,261.4306924,270.1685173,2.46316536,36.38761357,421.3278725,2.255920884,79.2,1.99,44.72,15.77024955,354.2101323,16.57746071,17.13153088,0.156190639
w.w,251,15,2,1,121,43.6,247.697571,252.4705079,1.977653875,34.8501897,403.9249407,1.883496349,79.2,1.99,44.72,15.77024955,354.2101323,15.7066361,16.0092906,0.125404095
w.w,254,16,2,1,121,37,190.9833515,215.8562249,0.97455529,53.31081277,189.8181381,1.009865806,79.2,1.99,44.72,15.77024955,354.2101323,12.11035696,13.68755923,0.061797075
w.w,256,17,2,1,121,33.4,149.77555,168.935422,1.443070201,60.89646292,133.9803874,1.447618037,79.2,1.99,44.72,15.77024955,354.2101323,9.497348122,10.7122859,0.091505857
w.w,243,1,3,1,131,39.4,250.1746855,259.3657236,4.522665238,57.03190629,275.3930235,5.139246753,76.9,2.37,46.11,18.2067979,354.3755229,13.74072953,14.24554307,0.248405308
w.w,243,2,3,1,131,40.1,213.0351385,219.2322132,2.190532983,42.54590804,235.9230024,2.00614966,76.9,2.37,46.11,18.2067979,354.3755229,11.70085699,12.04122847,0.120314017
w.w,247,3,3,1,131,28.2,92.12335357,135.6547353,3.151209411,65.07687511,116.7995571,3.025138301,76.9,2.37,46.11,18.2067979,354.3755229,5.059832821,7.450773939,0.173078727
w.w,247,4,3,1,131,30.4,107.3091397,137.2047661,1.631044069,65.05298818,114.1908199,2.140652459,76.9,2.37,46.11,18.2067979,354.3755229,5.893905141,7.535908671,0.089584345
w.w,248,5,3,1,131,33.1,122.8863887,196.9871056,1.39620443,51.30032824,155.2226957,1.252586509,76.9,2.37,46.11,18.2067979,354.3755229,6.749478374,10.81942617,0.076685886
w.w,248,6,3,1,131,38.1,221.8521507,236.871095,1.942716857,52.42788231,224.9381805,1.466779967,76.9,2.37,46.11,18.2067979,354.3755229,12.18512733,13.01003594,0.10670283
w.w,248,7,3,1,131,40.7,239.3715928,216.3856748,1.470057943,43.92906379,258.9986559,1.36146221,76.9,2.37,46.11,18.2067979,354.3755229,13.14737463,11.88488366,0.080742256
w.w,249,8,3,1,131,35.8,158.3459892,218.1831953,2.54261319,49.57589673,180.1272374,2.652041585,76.9,2.37,46.11,18.2067979,354.3755229,8.697080622,11.98361164,0.13965186
w.w,249,9,3,1,131,37.3,184.3323683,202.32517,2.102652725,48.33204623,181.3439215,1.822062611,76.9,2.37,46.11,18.2067979,354.3755229,10.12437054,11.1126169,0.115487234
w.w,251,10,3,1,131,40.1,223.8348667,242.5186842,1.799713704,43.21276305,286.1459953,1.15189616,76.9,2.37,46.11,18.2067979,354.3755229,12.2940271,13.32022718,0.098848447
w.w,251,11,3,1,131,43.4,206.4457003,197.1028967,1.795481773,29.94648881,304.0066602,1.622677416,76.9,2.37,46.11,18.2067979,354.3755229,11.33893513,10.82578594,0.09861601
w.w,251,12,3,1,131,44.4,286.9638164,230.9167345,5.605023469,36.54750187,385.0851344,5.727637561,76.9,2.37,46.11,18.2067979,354.3755229,15.76135562,12.68299543,0.307853336
w.w,254,13,3,1,131,39.8,227.6026609,205.6396466,3.195422761,47.10503594,215.5671693,3.171516464,76.9,2.37,46.11,18.2067979,354.3755229,12.50097146,11.294663,0.175507125
w.w,256,14,3,1,131,34,169.53239,198.4657847,3.823219845,64.73687518,158.4788447,3.925275238,76.9,2.37,46.11,18.2067979,354.3755229,9.311488543,10.90064194,0.209988591
w.w,247,1,5,1,151,28.3,72.90392643,104.7631447,2.465512861,52.88614472,89.74179283,2.358352634,78.2,1.44,43.72,11.23827327,342.0217158,6.487111027,9.321996555,0.219385381
w.w,247,2,5,1,151,30.3,86.31002115,116.5114464,2.106830948,53.35082703,96.09734514,2.451684456,78.2,1.44,43.72,11.23827327,342.0217158,7.680007338,10.36737973,0.187469276
w.w,248,3,5,1,151,34.8,132.0958507,165.6141719,1.266297226,46.84206608,134.5908126,1.257003813,78.2,1.44,43.72,11.23827327,342.0217158,11.7541056,14.73662083,0.112677205
w.w,248,4,5,1,151,38.3,175.8066642,195.6843701,1.235408492,42.88160423,185.2933436,1.207482652,78.2,1.44,43.72,11.23827327,342.0217158,15.64356553,17.41231642,0.109928675
w.w,248,5,5,1,151,41.9,221.0362738,216.2746266,1.204304789,36.64983567,297.0032921,1.012568586,78.2,1.44,43.72,11.23827327,342.0217158,19.66817042,19.24447123,0.107161017
w.w,249,6,5,1,151,35.5,138.9506582,164.4245119,0.954241115,44.99847109,134.7871833,1.096848438,78.2,1.44,43.72,11.23827327,342.0217158,12.36405762,14.63076293,0.084909941
w.w,249,7,5,1,151,37.6,161.8770684,189.9919847,1.330397868,40.42224704,176.600165,0.736109332,78.2,1.44,43.72,11.23827327,342.0217158,14.40408723,16.90579862,0.118380986
w.w,251,8,5,1,151,29.2,91.21989961,126.6297959,2.309599553,56.69925151,104.3862712,1.917752612,78.2,1.44,43.72,11.23827327,342.0217158,8.116896381,11.26772707,0.205511959
w.w,251,9,5,1,151,41.5,193.5212339,211.5758063,1.671893547,32.39035604,288.2104892,1.044253033,78.2,1.44,43.72,11.23827327,342.0217158,17.21983701,18.82636249,0.148767832
w.w,251,10,5,1,151,43.8,198.665095,201.3964183,1.732449239,27.61064352,334.2494585,1.626702897,78.2,1.44,43.72,11.23827327,342.0217158,17.67754621,17.92058384,0.154156177
w.w,251,11,5,1,151,44.6,198.7978788,201.06418,1.772821856,26.40001764,372.8499937,1.835753189,78.2,1.44,43.72,11.23827327,342.0217158,17.68936153,17.89102074,0.157748598
w.w,254,12,5,1,151,38.9,157.9199495,189.7871024,1.419762258,35.94458957,206.7785364,0.98957785,78.2,1.44,43.72,11.23827327,342.0217158,14.05197629,16.88756786,0.126332776
w.w,,5,5,1,,41.6,203.9537656,198.9227609,-0.013210072,,,,78.2,1.44,43.72,11.23827327,342.0217158,18.1481408,17.70047374,-0.001175454
