"Treat","Plant","Leaf","Rep","CO2.set","DOY","Time","CO2.meas","Plant.1","Leaf.1","Leaf.unique","Tset","Rep.1","Curve.unique","Rep.total","Tleaf","Ci","Ci.org","Photo","Photo.org","Cond","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","TBlk","CO2.set.1","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","EBal.","Tk"
"c.w",2,1,9,400,263,9.409444444,800,2,1,21,24.5,9,NA,26,28.25491905,275,271,10.82256474,11.1949675,0.175231783,2.090515681,1.238830999,28.25491905,6,1.420000017,1,2.840000033,26.23448944,24.61147499,400,400,385.6760559,23.41672516,25.85902596,69.15380859,76.36636353,500.2963562,1499.262695,303.9070129,101.0390091,0.81637001,-0.068760991,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83382726,0.002090516,301.4049191,299.3844894,239.8820259,1.463545549,3.851601357,38.11994389,12.26091794,27.24470425,3.630923501,0.165048096,2.612770359,1.018153143,0.104024088,27.72835196,0.711561271,68.7040387,380.5032442,0.01964876,0,301.40491905
"w.c",2,1,9,400,265,10.361944445,400,2,1,121,33,9,NA,26,34.525,297.2,295.58,15.858574525,16.215,0.392124172,5.575242102,1.556292032,34.52368355,6,1.420000017,1,2.840000033,33.684358595,33,400,400,378.15022275,32.69682884,39.121620175,62.809251785,75.14994812,500.29286195,1499.987671,491.574173,100.84213255,1.7100543975,-0.6553144455,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338214365,0.0055752425,307.67368355,306.8343586,239.99802195,-0.1912784045,5.501399992,54.55456001,15.43293983,34.10402107,5.3742688475,0.3445360205,3.94510796,1.4291608875,0.219158186,29.867853645,0.7832453165,73.92618704,370.50519515,0.0320964875,0,307.675
"w.w",2,1,9,400,249,11.015,800,2,1,121,33,9,NA,9,34.798664095,290.9,289.2201397,17.39077358,17.775041145,0.3988617055,4.729817961,1.2993168315,34.798664095,6,1.420000017,1,2.840000033,33.60846138,33.026145935,400,399.5,376.16630555,37.007825855,42.439849855,71.489383695,81.992053985,500.33111575,1499.129944,366.2528229,101.0203476,-1.246986389,-0.1739214065,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338851925,0.004729818,307.9486641,306.75846135,239.86078565,0.191331132,5.586599514,55.301757115,12.861907265,34.20356274,5.404384372,0.34974204,4.2872826825,1.11710169,0.222528133,29.3643,0.7727312635,78.52748615,367.8726594,0.037239311,0,307.948664095
"c.c",3,1,9,400,254,15.56916667,800,3,1,31,41,9,NA,9,42.88417053,299.8,297.0964066,9.662545898,10.03410368,0.234100051,6.333960502,2.735744771,42.88417053,6,1.420000017,1,2.840000033,41.85651016,41.0250473,400,401,386.3543701,51.4493103,58.59598541,63.31341553,72.10810089,500.6089478,1498.99939,197.0843353,100.6791382,2.583438873,-1.113660216,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834348246,0.006333961,316.0341705,315.0065102,239.839897,-0.616675292,8.635138084,85.76889154,27.17290613,42.37034035,8.405577073,0.216272774,5.899393312,2.506183761,0.13666656,30.13593988,0.774746142,68.45401845,381.7328763,0.017434373,0,316.03417053
"w.w",3,1,9,400,249,13,800,3,1,131,36,9,NA,9,36.97022629,250.8,246.9859806,11.890276115,12.26484455,0.1641521705,3.3385568025,2.064538881,36.97022629,6,1.420000017,1,2.840000033,35.911664965,36.146312715,400,400.5,383.93811035,38.10359192,41.93926811,64.70776749,71.22213745,500.33335875,1499.005737,219.70038605,100.8709755,-2.419113159,-0.314767659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338889315,0.003338557,310.12022625,309.06166495,239.8409126,0.9211411305,6.294995195,62.40648841,20.4672203,36.440945625,6.115140735,0.1551244475,4.2304563145,1.884684421,0.097725117,25.236089595,0.651655598,67.294420995,378.25801405,0.021267109,0,310.12022629
"w.c",5,1,9,400,268,14.22666667,400,5,1,151,38.5,9,NA,21,40.37834549,266.9,262.851765,8.722764885,9.069962709,0.14091611,4.332149061,3.049821852,40.37834549,6,1.420000017,1,2.840000033,38.8445549,38.48578262,400,400,386.8681335,39.9407692,44.90087128,57.63758087,64.79538727,500.5096741,1501.082275,278.5511475,100.5548172,2.040367126,-1.006678581,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83418279,0.004332149,313.5283455,311.9945549,240.1731587,0.335048661,7.564820755,75.23081406,30.32994278,39.6114502,7.261141205,0.134254618,4.514998903,2.746142302,0.084483238,26.56898963,0.682981909,59.13542527,382.6132259,0.013834468,0,313.52834549
"w.w",5,1,9,400,251,9.6640277775,800,5,1,151,38,9,NA,9,41.20531845,296.45,294.0301891,11.06951903,11.44340077,0.2700358025,6.9778421435,2.703539685,41.20531845,6,1.420000017,1,2.840000033,39.124479295,38.09191513,400,401.5,384.4890747,43.59265518,51.52573395,62.204013825,73.516563415,500.4762726,1499.5793455,614.2810364,100.94049835,2.141778946,-0.7198770045,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834127121,0.006977842,314.35531845,312.2744793,239.93268995,-1.104157165,7.9045756515,78.30926229,26.783528345,40.164898875,7.4792238885,0.2458486875,5.2010359665,2.278187922,0.1556547095,29.88571126,0.7700845695,66.565886245,379.19904655,0.0195837745,0,314.35531845
"c.w",1,1,10,400,263,10.27,800,1,1,11,26,10,NA,25,30.53772163,293.7,291,10.9351101,11.30806494,0.225810761,3.433460719,1.598473796,30.53772163,6,1.420000017,1,2.840000033,27.45412636,25.99068642,400,400,385.2328796,23.67861557,27.68238831,65.04949951,76.04860687,500.2902832,1500.116089,247.2233582,100.9793625,0.83024025,-0.118527532,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833817139,0.003433461,303.6877216,300.6041264,240.0185689,0.61075893,4.393823719,43.51209605,15.82970774,28.995924,4.020824294,0.209178782,2.795349923,1.22547437,0.13213577,29.60841444,0.761130595,65.05561152,380.0066343,0.018822095,0,303.68772163
"c.c",2,1,10,400,251,14.56972222,400,2,1,21,36,10,NA,10,41.69156647,240.4,236.676097,11.95595375,12.30691763,0.155862536,4.483131776,2.847434388,41.69156647,6,1.420000017,1,2.840000033,37.81273651,36.13459015,400,401,383.8999329,47.25709152,52.35173416,72.09131622,79.86325836,500.3411255,1499.748291,162.3892059,100.5315628,2.681520462,-0.660356283,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833901876,0.004483132,314.8415665,310.9627365,239.9597212,-0.103597652,8.110436039,80.67551934,28.32378518,39.75215149,7.31605165,0.147753642,5.263001651,2.053049999,0.093041861,23.92428609,0.619895548,64.3468425,378.1087746,0.020732921,0,314.84156647
"c.w",2,1,10,400,263,11.15277778,800,2,1,21,27,10,NA,27,30.27731514,296.2,294,11.45077079,11.82457843,0.245712225,3.489946973,1.502385386,30.27731514,6,1.420000017,1,2.840000033,28.47418976,26.97776604,400,400,384.5484924,23.9355526,28.00323296,61.92860031,72.45293427,500.366333,1499.509033,248.6143646,100.9312363,0.4154706,-0.202593505,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833943888,0.003489947,303.4273151,301.6241898,239.9214399,0.758603545,4.328786308,42.88847009,14.88523714,29.37575245,4.110051968,0.226146403,2.826400922,1.283651046,0.142978125,29.84986727,0.769069695,66.88296024,379.0772268,0.020307673,0,303.42731514
"w.c",2,1,10,400,265,10.83486111,400,2,1,121,35,10,NA,27,35.75,287.45,285.46,14.6365674,14.995,0.314055826,5.707544581,1.93517801,35.75251198,6,1.420000017,1,2.840000033,35.277589795,35,400,400,379.63253785,32.629989625,39.20550346,57.36182976,68.91872406,500.37413025,1499.6958615,335.4527588,100.830246,1.5512943265,-0.7144212725,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833956884,0.0057075445,308.90251195,308.4275898,239.95133255,-0.2073563485,5.8882768345,58.39795897,19.19245551,35.515050885,5.8116257535,0.2827683275,3.9530988245,1.8585269295,0.179297791,28.85576376,0.753840421,68.891176585,372.5680735,0.0274786265,0,308.9
"w.w",2,1,10,400,249,12.51,800,2,1,121,35,10,NA,10,34.966274265,290.8,289.00334005,17.028182885,17.410192645,0.380457144,4.710395706,1.3468903345,34.966274265,6,1.420000017,1,2.840000033,34.79326439,34.977348325,400,401,377.9738922,37.11240768,42.520814895,67.073009495,76.84603882,500.34217835,1499.265564,318.41993715,100.91749195,-2.068218231,-0.279756367,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339036305,0.004710396,308.11627425,307.94326435,239.88248485,0.350213885,5.6379831875,55.867317115,13.346502215,34.879769325,5.61096227,0.3355091525,4.291092853,1.319869418,0.213315932,29.317542805,0.7685801995,77.84630432,369.8523449,0.0359600035,0,308.116274265
"c.c",3,1,10,400,254,13.426944445,800,3,1,31,40,10,NA,10,41.15843582,278.75,276.7797166,16.0976069,16.481521375,0.337911669,7.326348204,2.2989697315,41.15843582,6,1.420000017,1,2.840000033,40.574142455,40.043718335,400,399.5,376.4488983,47.136838915,55.43296242,62.139392855,73.07526016,500.45999145,1500.0977785,170.23731235,100.77043535,2.12468338,-0.982655883,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340999855,0.0073263485,314.3084358,313.7241425,240.01563915,-1.052171626,7.8849711525,78.24686552,22.813903105,40.86628914,7.7637179375,0.301364523,5.586001421,2.1777165165,0.1913223035,28.06322648,0.739820861,72.0558309,368.7699212,0.0316104955,0,314.30843582
"w.w",3,1,10,400,251,8.989444444,800,3,1,131,36,10,NA,10,38.67586517,272.4,269.7567917,14.38024696,14.75825968,0.244482254,3.37353111,1.419735717,38.67586517,6,1.420000017,1,2.840000033,36.72079468,36.14547729,400,400,381.1759338,50.52362442,54.34783554,82.12207031,88.33802032,500.5247192,1499.412354,816.9174805,100.9292221,3.284704208,-0.516435385,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834207865,0.003373531,311.8258652,309.8707947,239.9059712,0.764965202,6.905020481,68.41448232,14.06664678,37.69832993,6.549213256,0.2251041,5.485284764,1.063928492,0.142311548,27.45055911,0.713524345,79.83076928,374.3126266,0.030793131,0,311.82586517
"w.w",5,1,10,400,251,11.90569444,800,5,1,151,42,10,NA,10,43.8658638,322.75,320.78894215,9.35688078,9.729987045,0.328233168,6.433172503,2.0367940625,43.8658638,6,1.420000017,1,2.840000033,42.430612565,42.000917435,400,399.5,385.11134335,62.770486835,69.95802307,75.06769562,83.655433655,499.51942445,1499.654785,108.972801195,100.8157616,4.531391144,-1.3906457425,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832532374,0.0064331725,317.0158638,315.58061255,239.94476025,-0.73020571,9.089661835,90.16108148,20.20305841,43.148238185,8.7556631555,0.29418881,7.0528677725,1.7027953825,0.1866506015,32.507369745,0.8372717375,78.190913355,380.63533045,0.019373132,0,317.0158638
"c.c",1,1,11,400,254,9.0205555555,800,1,1,11,35,11,NA,11,37.567687985,279.8,277.45534065,15.039823975,15.421252875,0.367055879,6.61271283,2.1361179075,37.567687985,6,1.420000017,1,2.840000033,36.000572205,34.97818756,400,400,378.4420929,35.76606178,43.36403656,60.4249382,73.32339859,499.6492157,1499.948242,416.32090755,100.94495775,1.515298128,-0.4423497915,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832748693,0.006612713,310.71768795,309.1505722,239.99171335,-0.8374701995,6.5134996295,64.525222085,21.16118553,36.784130095,6.2345523525,0.3167010105,4.3773817215,1.857170631,0.2018620265,28.208401255,0.7392793515,69.19864609,371.26564525,0.028569178,0,310.717687985
"c.w",1,1,11,400,263,10.658194445,800,1,1,11,27,11,NA,26,31.42306519,295.45,292.5,10.453582669,10.826125325,0.2229632,3.629545279,1.716932294,31.42306519,6,1.420000017,1,2.840000033,28.40132427,26.970191,400,400.5,385.5639801,24.538258555,28.765384675,63.782087325,74.76954651,500.3422852,1499.071594,543.62800595,100.9704895,0.7737846375,-0.180163503,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339038085,0.003629545,304.57306515,301.5513243,239.8514497,0.511267996,4.6213852885,45.76965663,17.004271955,29.91219473,4.2390169485,0.2065193335,2.904452995,1.3345639535,0.13045645,29.786851425,0.7651616645,64.209482735,380.566581,0.017777365,0,304.57306519
"c.c",2,1,11,400,251,16.14277778,400,2,1,21,37,11,NA,11,40.1837844866667,236,232.5221229,13.2390075066667,13.59314709,0.170588061333333,4.57804918133333,2.694570157,40.1837844866667,6,1.420000017,1,2.840000033,38.1332219466667,37.7655003866667,400,399.666666666667,381.400685633333,42.4676717133333,47.6973953233333,63.66382726,71.4944127433333,500.216654466667,1501.15979,72.5824890133333,100.487520833333,1.375579198,-0.584630728,0.777777791333333,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833694424333333,0.004578049,313.3337845,311.283221933333,240.185561033333,0.131825404333333,7.487557461,74.51242743,26.8150321066667,39.1585032133333,7.087000194,0.160764729666667,4.792987304,2.29401288966667,0.1013159,23.4917482333333,0.613004040666667,63.8423353933333,375.000169933333,0.0229492076666667,0,313.333784486667
"c.w",2,1,11,400,264,15.10277778,800,2,1,21,38,11,NA,28,40.63790512,281.2,276.837858,7.603925127,7.972404658,0.136341038,3.586647765,2.597196066,40.63790512,6,1.420000017,1,2.840000033,39.11045837,38.08948135,400,400,388.8269653,46.35433578,50.43746948,65.95726776,71.76712799,500.4606628,1499.991699,225.038681,100.5774002,2.350515366,-1.163918257,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834101105,0.003586648,313.7879051,312.2604584,239.9986665,0.71422803,7.67006562,76.2603289,25.82285942,39.87418175,7.36396661,0.130095491,5.072869554,2.291097056,0.08184865,28.21400037,0.721452739,65.50441958,385.1836768,0.013034095,0,313.78790512
"w.c",2,1,11,400,265,11.32541667,400,2,1,121,37,11,NA,28,37.165,284.15,282.15,14.555462075,14.915,0.308024657,6.5057197755,2.236165799,37.165395735,6,1.420000017,1,2.840000033,36.973773955,37,400,400,379.00918575,33.46169472,40.943395615,53.57932663,65.549640655,500.35720825,1498.6032715,1194.805725,100.7990265,1.7379283905,-0.825161934,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339286805,0.0065057195,310.31539575,310.12377395,239.7765181,-0.577475552,6.363217946,63.127829945,22.18443433,37.069584845,6.329943457,0.277882347,4.127052147,2.20289131,0.1761543925,28.51522519,0.7463939965,66.567021775,371.98340985,0.02644682,0,310.315
"w.w",2,1,11,400,251,8.557361111,800,2,1,121,34,11,NA,11,34.41083145,288,286.2701271,16.876114005,17.25981908,0.385615,6.66060024,1.891995085,34.41083145,6,1.420000017,1,2.840000033,34.117408755,34.004966735,400,400.5,376.6164398,27.74470997,35.449106215,52.014661785,66.48072815,500.36412045,1499.7766725,394.7029419,100.91469955,0.2947978975,-0.143964529,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339402005,0.0066606,307.56083145,307.26740875,239.9642622,-0.6719337605,5.469337737,54.19756283,18.748456615,34.2641201,5.4234974125,0.3394127255,3.577342652,1.8461547605,0.2158496275,29.03971945,0.7640956545,68.087268845,368.5673738,0.031278226,0,307.56083145
"c.c",3,1,11,400,254,16.03416667,800,3,1,31,42,11,NA,11,42.9541626,293.3,291.0281934,11.9261006,12.30306423,0.28386416,7.628230703,2.760499101,42.9541626,6,1.420000017,1,2.840000033,42.46479034,42.00144577,400,400,382.0169678,50.05552673,58.66630554,59.65665817,69.91906738,500.3526917,1498.765137,209.8704376,100.6766129,2.243835449,-1.165040374,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833921153,0.007628231,316.1041626,315.6147903,239.8024165,-1.192254076,8.666824032,86.08577292,27.41946737,42.70947647,8.556489741,0.258069549,5.906324931,2.65016481,0.163428249,29.49151698,0.766806637,68.78366784,376.3201222,0.021905185,0,316.1041626
"c.w",3,1,11,400,270,10.00361111,800,3,1,31,37,11,NA,23,41.9755249,254.5,249.2466927,8.149204491,8.517859971,0.114150823,3.446513924,2.953381498,41.9755249,6,1.420000017,1,2.840000033,38.54405212,37.10527039,400,401,388.6856079,48.46210098,52.37810135,71.24623108,77.00331116,500.4073181,1500.097046,0.698332429,100.7942886,-0.042598486,-0.741883993,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834012197,0.003446514,315.1255249,311.6940521,240.015522,0.491501674,8.232794963,81.67918118,29.30107983,40.25978851,7.51716677,0.109739941,5.279413466,2.237753305,0.068970568,25.56210585,0.652472549,63.03509327,384.7831406,0.013449007,0,315.1255249
"w.c",3,1,11,400,269,10.88972222,400,3,1,131,40.5,11,NA,25,42.05022812,256.2,251.1900446,7.770162687,8.112377319,0.109633147,3.575920954,3.19158496,42.05022812,6,1.420000017,1,2.840000033,40.48250198,40.43677902,400,402,390.8021545,46.22055435,50.29284286,61.29751205,66.69816589,500.368927,1500.530762,202.8003693,100.882431,3.049736977,-1.243331194,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833948212,0.003575921,315.2002281,313.632502,240.0849165,0.709836949,8.265249212,81.92952061,31.63667774,41.26636505,7.930160066,0.105558258,5.073664252,2.856495814,0.066328301,25.50665485,0.646965343,60.18876807,386.9991958,0.012442613,0,315.20022812
"w.w",3,1,11,400,251,11.55861111,800,3,1,131,41,11,NA,11,43.14226532,294.7,291.374633,9.093591076,9.463095428,0.184855256,3.272196858,1.752842792,43.14226532,6,1.420000017,1,2.840000033,41.29689789,41.00861359,400,401,388.0036011,65.75075531,69.4081955,83.47982025,88.12345123,499.5427551,1500.731323,130.898056,100.8473969,5.141691208,-1.400350332,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832571259,0.003272197,316.2922653,314.4468979,240.1170064,0.818146298,8.752478628,86.78933618,17.38114068,42.2195816,8.339234018,0.173558363,6.999635836,1.339598182,0.109435351,29.66518931,0.758135225,79.60417606,383.6523183,0.018993277,0,316.29226532
"w.c",5,1,11,400,268,15.21944444,400,5,1,151,40.5,11,NA,23,41.24373245,275.2,271.0613689,7.602255228,7.947851338,0.134886725,4.660221986,3.413213558,41.24373245,6,1.420000017,1,2.840000033,40.58960342,40.62978363,400,400,388.1318359,39.50173569,44.83793259,51.90606689,58.91793442,500.4988403,1501.00708,130.2255402,100.5275803,1.801006317,-1.039523125,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834164734,0.004660222,314.3937325,313.7396034,240.1611274,0.299992363,7.920662425,78.79093881,33.95300622,40.91666794,7.784507558,0.128770718,4.507448867,3.277058691,0.081009711,27.38992145,0.701982509,56.15085616,384.4092856,0.01143899,0,314.39373245
"w.w",5,1,11,400,251,12.312777775,800,5,1,151,42.5,11,NA,11,44.293001175,326.35,324.4098375,8.839904192,9.2122384815,0.331105681,6.5536457925,2.043647953,44.293001175,6,1.420000017,1,2.840000033,42.976953505,42.582304,400,399.5,385.7310944,64.630413055,71.937747955,75.06598663,83.548984525,499.4319458,1500.499756,154.65393065,100.7700119,4.5918159485,-1.498086691,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832386576,0.0065536455,317.44300115,316.1269535,240.07995555,-0.771676089,9.2928086755,92.21794057,20.280192615,43.634977345,8.9804695585,0.296533088,7.2491607235,1.7313088355,0.188157367,32.85543997,0.8452585615,78.55440083,381.50073645,0.018323347,0,317.443001175
"c.c",1,1,12,400,254,9.445972222,800,1,1,11,36,12,NA,12,37.32516861,269.75,267.0084569,14.11381906,14.492276525,0.2547357165,4.551665645,1.9244099015,37.32516861,6,1.420000017,1,2.840000033,36.202796935,36.1437397,400,400,380.82037355,39.30085754,44.524673465,65.73045731,74.47200775,499.47827145,1500.017822,187.58390045,100.95012285,1.168598175,-0.469754577,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8324637855,0.0045516655,310.4751686,309.35279695,240.0028462,0.2892910675,6.419183577,63.58778382,19.063110355,36.763982775,6.224570773,0.2321373235,4.4947736755,1.7297970975,0.1469502095,27.18945817,0.707523912,70.893303465,374.0837638,0.027034151,0,310.47516861
"c.w",1,1,12,400,265,11.96194444,800,1,1,11,38,12,NA,27,41.68,303.2,300.83,9.938377739,10.31,0.263200194,6.44825768,2.513283377,41.676651,6,1.420000017,1,2.840000033,39.42301178,38,400,398,382.9749756,48.19869614,55.5014801,67.54364777,77.77747345,500.3875122,1500.451416,120.536911,100.7318954,3.56230545,-1.383696556,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833979187,0.006448258,314.826651,312.5730118,240.0722212,-0.859329844,8.104052668,80.45170432,24.95022421,40.54983139,7.634212638,0.240876677,5.590769291,2.043443347,0.152406098,30.50879118,0.790838124,69.54764171,378.2228589,0.018382574,0,314.83
"c.c",2,1,12,400,251,16.69083333,400,2,1,21,38,12,NA,12,36.70993042,241.5,238.4847161,14.68942921,15.04559233,0.197641664,4.62523314,2.390949239,36.70993042,6,1.420000017,1,2.840000033,37.27910995,38.07992554,400,400,379.8088684,32.60937881,37.94644928,51.21009064,59.59148026,500.2431946,1500.619263,7.833920002,100.5308609,0.136278152,-0.297189474,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738658,0.004625233,309.8599304,310.42911,240.0990767,0.506285145,6.205738453,61.72968577,23.78323649,36.99452019,6.302993155,0.184782271,3.814789214,2.488203941,0.116579283,24.0859361,0.630810665,62.08936484,372.7192379,0.024845262,0,309.85993042
"c.w",2,1,12,400,264,15.92305556,800,2,1,21,39,12,NA,29,42.31620407,307.1,304.0362326,7.7633236,8.133626744,0.202634627,5.240658959,2.590545777,42.31620407,6,1.420000017,1,2.840000033,40.4545517,39.05797958,400,400,387.3618774,51.645298,57.57688904,68.38900757,76.24365997,499.5878601,1498.698242,287.8278809,100.5812531,3.312082291,-1.486199141,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832646434,0.005240659,315.4662041,313.6045517,239.7917134,-0.188229217,8.381701423,83.33264071,25.75575168,41.38537788,7.98026561,0.189139483,5.791155646,2.189109964,0.119354823,30.83620642,0.791456455,68.96461818,383.6430348,0.014063435,0,315.46620407
"w.c",2,1,12,400,268,10.514166665,400,2,1,121,34,12,NA,29,36.59376335,285.35,283.5924278,16.307509765,16.66705033,0.353239012,6.044737141,1.8399531695,36.59376335,6,1.420000017,1,2.840000033,34.821546555,33.995796205,400,400,377.15556335,35.945272445,42.894233705,64.826488495,77.359027865,499.53837585,1499.8258665,295.34210205,100.86608125,2.165872574,-0.817706108,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8325639595,0.006044737,309.74376335,307.97154655,239.9721333,-0.57232502,6.1665267045,61.135777145,18.241543445,35.70765495,5.873572073,0.314159927,4.3265735345,1.5469985385,0.199522971,28.67243554,0.753698754,72.007047695,369.2973477,0.032233207,0,309.74376335
"w.w",2,1,12,400,251,10.162361115,800,2,1,121,39,12,NA,12,41.52345467,305.65,304.1015334,14.50892072,14.89008251,0.4475326525,10.213867295,2.4873931125,41.52345467,6,1.420000017,1,2.840000033,40.28720093,39.061754225,400,401,378.65306095,43.432552335,55.004011155,58.22657394,73.740737915,500.47381595,1499.5980835,111.7671471,100.9321709,2.779241562,-0.920341253,0.500000015,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341230265,0.0102138675,314.67345465,313.43720095,239.935688,-2.6268409495,8.039064662,79.648209585,24.64419843,40.905327795,7.779977259,0.3865996325,5.5516715495,2.228305709,0.2464481485,30.8235686,0.8065000095,71.33503292,371.72895245,0.0279673625,0,314.67345467
"c.c",3,1,12,400,254,16.45666667,800,3,1,31,43,12,NA,12,43.10661316,292.1,289.7517886,11.81937027,12.19537148,0.274926136,7.634880989,2.843489994,43.10661316,6,1.420000017,1,2.840000033,43.04410553,42.97206879,400,401,382.7887268,49.9199295,58.53531265,57.7121582,67.67235565,500.5909119,1499.691528,766.0131226,100.6691132,2.066375732,-1.176988006,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834318186,0.007634881,316.2566132,316.1941055,239.9506392,-1.126771362,8.736188007,86.78121554,28.24590289,43.07535934,8.72192872,0.250660912,5.892698013,2.829230707,0.158676276,29.36568722,0.762052315,67.99922367,377.1425034,0.021416136,0,316.25661316
"c.w",3,1,12,400,270,10.55138889,800,3,1,31,38,12,NA,24,41.90107346,284.3,280.8509292,9.166634502,9.538074172,0.176891557,4.631998897,2.612284557,41.90107346,6,1.420000017,1,2.840000033,39.22661209,38.09301376,400,400,386.4491882,50.19031143,55.43610382,71.13215637,78.56674957,500.4260864,1500.28479,0.78826201,100.8057022,0.358398438,-0.893460989,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834043477,0.004631999,315.0510735,312.3766121,240.045561,0.002214376,8.200559931,81.35015928,25.91405546,40.56384277,7.639906648,0.166519748,5.588275373,2.051631275,0.104959504,28.60427885,0.734266145,67.81133721,382.063413,0.016375622,0,315.05107346
"w.c",3,1,12,400,269,11.38361111,400,3,1,131,41.5,12,NA,26,41.92899323,253.6,249.445875,9.28472973,9.632637418,0.134626251,4.511105381,3.309627145,41.92899323,6,1.420000017,1,2.840000033,41.23766708,41.61264801,400,400,386.3083496,43.4665947,48.61306,55.36601639,61.92137146,500.3597412,1499.087402,265.4458313,100.8578415,2.403813362,-1.223086596,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833932902,0.004511105,315.0789932,314.3876671,239.853979,0.365764486,8.212635444,81.42783271,32.81477271,41.58333015,8.064212825,0.128533308,4.9030083,3.161204526,0.080859378,25.30402834,0.649450269,58.84900457,381.7864343,0.014663094,0,315.07899323
