"Treat","Plant","Leaf","Rep","CO2.set","DOY","Time","CO2.meas","Plant.1","Leaf.1","Leaf.unique","Tset","Rep.1","Curve.unique","Rep.total","Tleaf","Ci","Ci.org","Photo","Photo.org","Cond","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","TBlk","CO2.set.1","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","EBal.","Tk"
"c.c",1,1,1,400,243,9.245,400,1,1,11,27,1,NA,1,31.72,240.6,237.7,16.56735653,16.925,0.245,3.37,1.54,31.72,6,1.420000017,1,2.840000033,28.526765825,26.969007495,400,400,378.0522766,27.334489825,31.249114035,70.581390385,80.70352173,500.3253021,1500.333557,183.9901886,101.0461235,-0.0435557065,-0.6659725905,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338755035,0.003369951,304.8687662,301.67676585,240.05336375,0.6225389935,4.700927672,46.522636285,15.27352225,30.12276602,4.2910405255,0.219684077,3.1576033565,1.133437169,0.139018911,24.12711116,0.632023545,68.476877195,370.07034805,0.0312536295,0,304.87
"c.w",1,1,1,400,261,11.05486111,800,1,1,11,28,1,NA,16,33.47,270.35,267,11.02580489,11.4,0.1785,3.029,1.7535,33.47,6,1.420000017,1,2.840000033,29.943434715,28.188723565,400,400,384.973587,30.52015686,34.028900145,72.52342987,80.86685181,500.3487549,1499.0396725,470.7776337,100.9190941,0.080871582,-0.2683332265,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339145915,0.0030290315,306.62110365,303.0934347,239.8463423,0.7398016845,5.188038213,51.40791267,17.379012525,31.70726919,4.696846044,0.167574439,3.4341653435,1.2626807005,0.1056416795,27.23054537,0.7009252795,66.77539388,379.7042676,0.0195112495,0,306.62
"w.w",1,1,1,400,243,10.6965,800,1,1,111,40,1,NA,1,41.815,276.25,272.65,9.466236511,9.84,0.175,5.37,3.06,41.815,6,1.420000017,1,2.840000033,40.697332385,40.047332765,400,399.5,385.60090635,44.42834091,50.538988115,58.307245255,66.321617125,500.24320985,1499.7822875,221.69610595,101.00027085,1.2076416015,-1.744301677,0.6666666715,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738683,0.0053678145,314.96518175,313.8473324,239.96516065,-0.135565266,8.163714055,80.82863647,30.28964836,41.25625706,7.926088113,0.167428869,5.1044510225,2.8216370905,0.105571272,27.844013135,0.714977276,62.2115467,381.0728392,0.015586637,0,314.965
"c.c",2,1,1,400,243,9.7005,400,2,1,21,27,1,NA,1,30.425,274.65,272.5,16.118737005,16.475,0.295,3.99,1.455,30.425,6,1.420000017,1,2.840000033,28.498446465,26.96974945,400,399.5,378.19967655,24.145744325,28.79359913,62.466705325,74.48911667,500.3082428,1499.4411625,157.49121095,101.0637207,-0.825021744,-0.6312493085,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338470715,0.003990818,303.57668625,301.64844645,239.9105806,0.480792989,4.365991942,43.20038865,14.40678952,29.46256638,4.130686608,0.2688942285,2.909988932,1.2206976755,0.1704494615,27.61913742,0.722690227,68.661358405,370.4309684,0.030397576,0,303.575
"c.w",2,1,1,400,261,10.5075,800,2,1,21,27,1,NA,18,32.11,204.9,200,11.84509679,12.22,0.113,1.52,1.355,32.11,6,1.420000017,1,2.840000033,28.95854568,27.11525726,400,400,385.1145325,32.42159271,34.18171692,81.55903625,85.98677063,500.343689,1499.072998,296.8555298,100.9283905,2.84569931,-0.08670786,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833906148,0.001519725,305.2604126,302.1085457,239.8516743,1.581211999,4.805006009,47.60807128,13.42635436,30.53447914,4.393008691,0.108560833,3.449905673,0.943103018,0.068225415,20.59604247,0.529883656,71.71966774,379.4557403,0.022500152,0,305.26
"w.c",2,1,1,400,263,12.76277778,400,2,1,121,29,1,NA,18,34.62166977,257.6,254,12.40222014,12.75472336,0.183729049,3.780252251,2.110245113,34.62166977,6,1.420000017,1,2.840000033,32.03873444,30.21800232,400,400,382.6878357,29.55477715,33.93481064,62.25650406,71.4829483,500.2660522,1498.742188,824.461853,100.806839,0.859857559,-0.422758758,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833776754,0.003780252,307.7716698,305.1887344,239.7987446,0.479799882,5.531106105,54.86836171,20.93355107,33.3302021,5.146600955,0.17256523,3.420860992,1.725739962,0.108803624,25.75947308,0.667732201,62.50088991,376.6848088,0.020953808,0,307.77166977
"w.w",2,1,1,400,243,12.773,800,2,1,121,36,1,NA,1,38.29,249.3,245.9,12.73638912,13.11,0.18,5.76,3.18,38.29,6,1.420000017,1,2.840000033,36.75368118,36.13483429,400,401,382.315979,28.85289383,35.51502609,46.80027771,57.60645676,500.3920898,1500.156494,159.9378662,100.9001083,-0.489925385,-1.082375407,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833986816,0.005760723,311.4363426,309.9036812,240.0250337,-0.39330834,6.761280761,67.00964818,31.49462209,37.5200119,6.48605426,0.173534852,3.58346998,2.90258428,0.109420396,25.10095846,0.650693132,53.48741313,376.2339176,0.018189846,0,311.44
"c.c",3,1,1,400,243,10.1275,400,3,1,31,27,1,NA,1,30.225,249.1,246.6,17.45862227,17.82,0.255,3.55,1.495,30.225,6,1.420000017,1,2.840000033,28.502664565,26.969799995,400,400,377.1152496,23.779473305,27.91892433,61.486797335,72.187374115,500.24131775,1499.432556,452.6643677,101.03495025,-1.170841217,-0.600276828,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8337355295,0.0035505825,303.37654915,301.65266455,239.9092036,0.7382081165,4.316205615,42.719925825,14.80100149,29.36460686,4.1074104265,0.232700497,2.820785129,1.286625297,0.147222565,25.009087185,0.656499859,67.012003125,368.70985815,0.032222121,0,303.375
"w.c",3,1,1,400,263,12.22166667,400,3,1,131,29,1,NA,15,34.31562424,227.1,223,12.49970853,12.85088444,0.1435266,3.162014141,2.234123876,34.31562424,6,1.420000017,1,2.840000033,30.73241043,29.116745,400,401,383.7328796,28.08976173,31.76637459,63.76060104,72.10610199,499.6286316,1500.295532,1330.948975,100.8511734,0.3026371,-0.334608734,1,-0.219565243,2.737391472,1,0,0.159999996,111125,0.832714386,0.003162014,307.4656242,303.8824104,240.0472798,0.660719782,5.437800028,53.91905562,22.15268103,32.52401733,4.918552383,0.136622058,3.203676152,1.714876231,0.085983386,22.64477705,0.585137701,59.1408682,377.683283,0.019928331,0,307.46562424
"c.c",4,1,1,400,249,9.64,400,4,1,41,25,1,NA,1,28.19532013,280.75,279.2832296,20.934217185,21.299493165,0.4423622235,4.536677927,1.1594417435,28.19532013,6,1.420000017,1,2.840000033,26.059339525,25.01812935,400,400,372.65737915,21.21121502,26.506822585,63.311286925,79.116340635,500.3856964,1499.4661255,99.92870332,101.06856155,-2.0745697025,0.2767011525,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339761605,0.004536678,301.34532015,299.2093395,239.9145747,0.176052053,3.8384490685,37.978638305,11.47181572,27.127329825,3.606103234,0.382744408,2.679007325,0.9270959085,0.2439412165,28.285645975,0.751000249,72.997401845,362.60081035,0.0425935235,0,301.34532013
"w.c",5,1,1,400,263,13.18361111,400,5,1,151,30,1,NA,13,36.43299103,266.9,263,10.00168484,10.35089577,0.15997749,3.947158364,2.498971914,36.43299103,6,1.420000017,1,2.840000033,32.73833084,30.98327827,400,400,385.2809448,31.30272484,35.86672211,63.34654999,72.58259583,500.2965393,1499.577637,1635.356812,100.7446365,0.870929718,-0.489756286,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833827566,0.003947158,309.582991,305.8883308,239.9324165,0.226904797,6.112351797,60.67173407,24.80501196,34.58566093,5.520056109,0.151446493,3.613379882,1.906676227,0.095385248,26.6563486,0.686753995,59.33326872,380.4184495,0.0159544,0,309.58299103
"w.w",5,1,1,400,247,10.22,800,5,1,151,24,1,NA,1,27.84090614,277.2,273.83647225,11.089162525,11.46126457,0.188176245,2.6705404885,1.490051297,27.84090614,6,1.420000017,1,2.840000033,25.66424179,25.018310545,400,401,385.91744995,19.32698059,22.457420345,59.05629158,68.62509537,500.36132815,1500.1350705,487.11631775,101.0800514,-2.2793254855,0.300112516,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833935547,0.0026705405,300.99090615,298.8142418,240.02160525,1.1440438765,3.760047674,37.198751495,14.74133115,26.752573965,3.5275697115,0.176309483,2.2699963765,1.257573335,0.1112006495,27.67947678,0.7095935205,61.690905305,380.61787505,0.0180812335,0,300.99090614
"c.c",1,2,1,400,247,15.195,400,1,2,12,32,1,NA,1,34.63307762,226.6,222.9958207,14.035594655,14.3922075,0.166167682,3.132718536,1.932324573,34.63307762,6,1.420000017,1,2.840000033,32.605041505,32.04925919,400,398,379.4553833,32.15454102,35.776096345,65.503347395,72.88017654,500.3273926,1498.86853,732.4913635,100.7697563,-0.958263397,-0.110103816,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338789875,0.0031327185,307.78307765,305.7550415,239.8189588,0.8934010545,5.5374563165,54.95168412,19.175587775,33.619059565,5.232012872,0.1568328015,3.6051317435,1.626881128,0.09881787,22.47117502,0.58766889,65.35675149,372.676631,0.025085115,0,307.78307762
"c.w",1,1,2,400,261,13.39055556,800,1,1,11,31,2,NA,17,36.88,250.9,246,8.73808576,9.11,0.117,3.042,2.585,36.88,6,1.420000017,1,2.840000033,33.18410873,31.41017151,400,400,387.9497681,32.99512482,36.50922012,65.10957336,72.0439682,500.3937073,1500.691772,189.3037109,100.7296371,-0.632633209,-0.5312078,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833989512,0.003041771,310.0272888,306.3341087,240.1106782,0.69190416,6.262771826,62.17407313,25.664853,35.03069878,5.657980659,0.112671026,3.677560496,1.980420163,0.070823295,25.18452658,0.644467506,58.30114026,383.7674834,0.013366172,0,310.03
"w.w",1,1,2,400,243,12.2035,800,1,1,111,36,2,NA,2,38.76,239.25,235,11.156318123,11.53,0.15,5.085,3.445,38.76,6,1.420000017,1,2.840000033,36.710365295,36.134845735,400,400.5,384.2646332,28.721935275,34.610757825,46.70732689,56.291778565,500.4183502,1500.343384,160.94300845,100.94052505,-0.653287888,-1.037884593,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834030584,0.005086919,311.910252,309.8603653,240.05493605,-0.126136047,6.93821305,68.73559375,34.124835925,37.735308645,6.562911396,0.142204174,3.4936307805,3.069280615,0.089551513,24.08399313,0.6211142185,50.270510605,378.93337655,0.0149236555,0,311.91
"c.c",2,1,2,400,243,14.3535,400,2,1,21,34,2,NA,2,36.805,240.5,237.6,15.30679446,15.665,0.205,5.12,2.525,36.805,6,1.420000017,1,2.840000033,34.84390068,33.99592018,400,399,378.1941986,30.9260931,36.84210205,55.64148712,66.285972595,500.4672546,1499.216614,241.2942276,100.7492714,-1.0782546995,-1.0954121355,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834112091,0.0051233825,309.95788995,307.9939007,239.87465285,-0.1285662165,6.239265074,61.928639685,25.086537635,35.825895305,5.91195511,0.194482445,3.7118150025,2.200140108,0.122765279,24.04804413,0.6311465555,60.30736685,370.81145105,0.025287617,0,309.955
"w.w",2,1,2,400,243,11.1325,800,2,1,121,40,2,NA,2,41.53,286.85,283.6,9.769998244,10.14,0.2,5.29,2.685,41.53,6,1.420000017,1,2.840000033,40.545864105,40.042995455,400,400,385.62316895,47.054548265,53.05552101,62.25481224,70.19123459,500.42536925,1500.19989,196.74541475,100.98183445,1.465078354,-1.876252055,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340422825,0.005286293,314.68104595,313.6958641,240.03197705,-0.0724490365,8.041967002,79.63775701,26.582235995,41.03845501,7.834972249,0.1867759025,5.357637993,2.4773342565,0.117883189,28.91228373,0.7425177905,66.58757751,380.9507042,0.0172461945,0,314.68
"c.c",3,1,2,400,243,13.848,400,3,1,31,34,2,NA,2,36.175,239.3,236.75,17.57903969,17.94,0.25,6.265,2.615,36.175,6,1.420000017,1,2.840000033,35.097120285,33.98384285,400,400.5,376.2601166,26.61458683,33.87184525,47.21841049,60.06130028,500.3631287,1500.4827885,360.9459381,100.77783585,-0.9788856505,-0.9902294875,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339385475,0.0062671465,309.32567445,308.2471203,240.07724075,-0.582666767,6.028244819,59.81704392,25.94519868,35.63639736,5.851494088,0.231463178,3.413549584,2.437944505,0.146465291,23.956726485,0.6321366355,58.11616844,367.79766615,0.028299504,0,309.325
"w.w",3,1,2,400,243,11.721,800,3,1,131,40,2,NA,2,40.03,264.3,261.2,11.71349391,12.09,0.2,6.99,3.57,40.03,6,1.420000017,1,2.840000033,39.90776062,40.05510712,400,401,382.983551,30.15869331,38.21575928,41.27430725,52.30096817,500.3603821,1498.998291,212.9952545,100.9621811,0.161289215,-1.21310699,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83393397,0.006986038,313.1827835,313.0577606,239.8397212,-0.810651954,7.426647654,73.55870856,35.34294928,39.97027206,7.401887496,0.186617347,3.858346409,3.543541087,0.117748074,26.63569031,0.688850711,52.45264449,377.3876278,0.016361987,0,313.18
"c.c",4,1,2,400,249,10.515,400,4,1,41,29,2,NA,2,31.638189315,255.15,253.0768584,19.676893105,20.04010319,0.3043080415,3.1752643055,1.1235773985,31.638189315,6,1.420000017,1,2.840000033,29.663837435,29.128619195,400,400,374.2767334,31.50293064,35.17670059,76.175899505,85.05873108,500.32749935,1499.4137575,286.111145,101.049984,-1.4127922055,0.1526586415,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338791655,0.0031752645,304.7881893,302.81383745,239.9061958,0.8923889185,4.6781770515,46.29568616,11.118985565,30.651013375,4.422394243,0.2746851765,3.554599653,0.8677945895,0.1741133575,25.654680835,0.678356361,77.37522543,364.817491,0.042234464,0,304.788189315
"w.w",5,1,2,400,247,11.71,800,5,1,151,27,2,NA,2,29.798190115,252.1,247.78903985,10.7122835395,11.083293595,0.1454774885,2.652747396,1.884088259,29.798190115,6,1.420000017,1,2.840000033,27.534238815,26.974811555,400,401.5,386.79437255,19.92532921,23.03353882,54.518878935,63.02919769,500.31059265,1499.6989745,596.24386595,101.06019595,-2.834918976,0.259982854,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338509875,0.0026527475,302.9481901,300.68423885,239.9518299,1.1313782755,4.2118653305,41.67672413,18.64318531,28.666214465,3.9449410435,0.138200463,2.3277770715,1.617163972,0.08700018,25.04149874,0.6406970155,56.02266999,381.67381885,0.0158303025,0,302.948190115
"w.c",3,3,2,400,263,13.79166667,400,3,3,133,30,2,NA,16,33.17085266,211.9,207,12.50939738,12.86073183,0.129967339,3.066538645,2.390268504,33.17085266,6,1.420000017,1,2.840000033,30.74893951,30.09130096,400,400,383.6080627,23.30987549,26.89619446,52.82244492,60.94939041,499.2406616,1500.747314,11.28654766,100.7778702,-0.286155701,-0.22040242,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832067769,0.003066539,306.3208527,303.8989395,240.1195649,0.881319013,5.100809697,50.61438278,23.71818832,31.95989609,4.764254949,0.124279899,2.710541193,2.053713756,0.07816665,21.06726496,0.544948241,53.38343472,377.5538878,0.018008068,0,306.32085266
"c.c",1,1,3,400,247,7.9,400,1,1,11,24,3,NA,3,26.86024284,268.1,265.9120407,17.2910164,17.64934759,0.287988566,2.892207898,1.083896509,26.86024284,6,1.420000017,1,2.840000033,25.38469887,25.028265,400,401,378.1052551,21.03244781,24.41596413,65.2946701,75.79871368,500.3537598,1499.635498,110.6278076,100.9990616,-0.934528112,0.270437032,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833922933,0.002892208,300.0102428,298.5346989,239.9416737,1.126773073,3.549885974,35.14771244,10.73174831,26.12247086,3.398789229,0.261473951,2.465989465,0.932799764,0.165613078,26.85686658,0.703275178,71.42691074,369.7793229,0.033832702,0,300.01024284
"c.c",2,1,3,400,249,8.54,400,2,1,21,25,3,NA,3,28.17243099,267.55,265.78327965,20.82555362,21.189868485,0.3655774025,2.789092943,0.84055415,28.17243099,6,1.420000017,1,2.840000033,25.90699768,25.01985836,400,400,373.4106598,26.38633919,29.63189602,79.411190035,89.18041992,500.3403931,1498.8834835,177.6576233,100.99705885,1.526983261,0.552566707,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833900655,0.002789093,301.322431,299.0569977,239.82135205,1.066461434,3.833291356,37.9544566,8.3225605815,27.03971434,3.5875709615,0.323806177,2.992737206,0.5948337545,0.205757717,26.912737545,0.7135736985,79.892299145,363.40558395,0.0462763535,0,301.32243099
"c.w",2,1,3,400,261,14.61333333,800,2,1,21,32,3,NA,20,36.14,269.8,265,8.039193111,8.41,0.127,3.334,2.625,36.14,6,1.420000017,1,2.840000033,33.96001816,32.16594315,400,401,389.043457,29.81949425,33.68333435,56.28955078,63.58322906,500.3124084,1499.864868,87.09027863,100.6340179,-0.741043091,-0.468253851,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833854014,0.003334185,309.2888969,307.1100182,239.9783735,0.763419446,6.014518955,59.76626073,26.08292638,35.04945755,5.663859507,0.121857336,3.389689273,2.274170233,0.076633507,27.07388825,0.691524711,56.18368581,385.1932309,0.011814148,0,309.29
"w.w",2,1,3,400,247,9.31,800,2,1,121,24,3,NA,3,28.30402088,250.35,247.07276435,14.192401995,14.56955564,0.192119837,2.235329384,1.213647106,28.30402088,6,1.420000017,1,2.840000033,25.71919918,25.01675701,400,400.5,381.86462405,23.59635067,26.206912995,71.876209255,79.82567215,500.292923,1500.0844115,409.3365631,101.0820732,-1.1947784425,0.314412862,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338215385,0.0022353295,301.45402085,298.8691992,240.01349985,1.3127653765,3.8626964655,38.21347583,12.006562835,27.01161003,3.5816414005,0.1799133035,2.6490493595,0.932592041,0.1134821155,24.97461407,0.6470194245,69.59786526,375.0905094,0.026438055,0,301.45402088
"c.c",3,1,3,400,247,8.87,400,3,1,31,24,3,NA,3,27.91362953,265.5,263.8955241,22.9116782,23.27967461,0.410613908,3.37631946,0.92004558,27.91362953,6,1.420000017,1,2.840000033,25.742033,25.01913261,400,400,370.5271301,24.31969452,28.25390244,73.96974182,85.93585968,500.368866,1500.953247,356.821106,101.0737762,0.556129456,0.368577749,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83394811,0.003376319,301.0636295,298.892033,240.1525135,0.778740159,3.775774192,37.35661547,9.102713033,26.82783127,3.543126938,0.358745619,2.855728612,0.687398326,0.228362699,26.67291714,0.712216469,77.9888692,359.5310226,0.050178747,0,301.06362953
"c.w",3,1,3,400,261,15.36861111,800,3,1,31,32,3,NA,15,37.54,220.6,216,11.41489538,11.79,0.127,3.71,2.908,37.54,6,1.420000017,1,2.840000033,33.606987,32.03701782,400,400,384.1877747,31.3498745,35.63962173,60.32632065,68.58104706,500.4329529,1500.796387,151.7918549,100.58255,-0.896842957,-0.526204824,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834054921,0.003710112,310.6899017,306.756987,240.1274165,0.310106391,6.493072803,64.5546648,28.91504306,35.57344437,5.830232291,0.121882778,3.584724037,2.245508254,0.076649606,22.11559296,0.572311411,54.8698412,378.7336152,0.016623109,0,310.69
"w.w",3,1,3,400,247,9.82,800,3,1,131,24,3,NA,3,27.71986389,221.5,216.0975096,10.71486491,11.08551444,0.112121985,1.673645941,1.522111718,27.71986389,6,1.420000017,1,2.840000033,25.44418716,25.02010345,400,401,387.0837402,19.91460609,21.87791252,61.64925766,67.72702789,500.2876892,1500.343262,355.2509766,101.0697098,-2.193191528,0.32027033,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833812815,0.001673646,300.8698639,298.5941872,240.0549159,1.650535138,3.733305988,36.93793121,15.06001869,26.58202553,3.492231829,0.107863577,2.211194269,1.281037559,0.067784817,21.84091258,0.558270697,59.58894008,381.9619171,0.016809498,0,300.86986389
"c.c",4,1,3,400,249,15.035,400,4,1,41,35.5,3,NA,3,36.880529405,274.65,272.9663764,19.073173295,19.43675112,0.385043155,6.3004930015,1.7858067425,36.880529405,6,1.420000017,1,2.840000033,35.929811475,35.557497025,400,400,373.98828125,37.30262184,44.52017975,63.10606956,75.31611252,500.42411805,1499.6672365,336.35250855,100.5871239,-1.505664825,-0.419069111,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340401965,0.006300493,310.0305294,309.0798115,239.94675245,-0.5832541955,6.263957876,62.2739283,17.753748545,36.40517044,6.103056272,0.3383935365,4.478151134,1.624905138,0.215238201,27.522786605,0.7316730865,73.455421355,364.81608005,0.038874857,0,310.030529405
"w.c",5,1,3,400,264,10.12555556,400,5,1,151,25,3,NA,15,29.47845078,280.5,277.6678026,11.70812645,12.05882839,0.205506233,2.461987163,1.251319702,29.47845078,6,1.420000017,1,2.840000033,26.39098167,25.02101898,400,400,384.1062317,25.70303917,28.57138824,75.11200714,83.4941864,500.2832031,1498.716309,499.1928711,100.9104691,3.052228928,0.118560106,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833805339,0.002461987,302.6284508,299.5409817,239.794604,1.117452489,4.134471891,40.9716844,12.40029616,27.93471622,3.780421158,0.191638978,2.883152189,0.897268969,0.120947557,28.12173824,0.725528678,70.76002708,378.4328335,0.022316548,0,302.62845078
"w.w",5,1,3,400,248,8.8152777775,800,5,1,151,32,3,NA,3,34.441114425,296.1,294.098721,14.57787799,14.957144475,0.3352984585,4.218799785,1.3539992655,34.441114425,6,1.420000017,1,2.840000033,32.56296158,32.046354295,400,400,380.1710815,35.94135666,40.79415894,73.672435765,83.620098115,500.33462525,1498.999329,198.8787842,101.04395295,-0.108922958,-0.1241171065,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833891042,0.0042187995,307.59111445,305.71296155,239.83988725,0.356040165,5.4760036665,54.19425963,13.4001007,33.502038,5.1964281135,0.2998886105,4.1220044005,1.074423713,0.190319592,29.88570542,0.777991996,76.781614125,373.21397545,0.030110124,0,307.591114425
"c.c",2,2,3,400,247,14.82,400,2,2,22,32,3,NA,3,33.89685059,233.8,231.0530386,16.7053811,17.0670037,0.217411495,4.471276926,2.13742325,33.89685059,6,1.420000017,1,2.840000033,32.64043045,32.03191757,400,398,375.5215454,26.30999947,31.50244904,53.55780792,64.12779236,500.3905029,1500.112305,80.12070465,100.7833252,-1.257915497,-0.039617747,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833984172,0.004471277,307.0468506,305.7904305,240.0179628,0.318946218,5.312344816,52.71055312,21.20810408,33.26864052,5.128868172,0.201951437,3.174921566,1.953946606,0.127523192,23.28629353,0.615285704,60.98321387,367.4745516,0.028093205,0,307.04685059
"c.c",1,1,4,400,247,12.33,400,1,1,11,27,4,NA,4,31.9266243,238.9,236.1552875,16.44249462,16.80017696,0.216160776,4.127133532,1.99706712,31.9266243,6,1.420000017,1,2.840000033,28.55523109,26.97053719,400,401,378.6149597,22.50796127,27.32099915,57.97580338,70.3731842,500.4377136,1501.153931,1143.539551,100.9560623,-1.930080414,0.136594564,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834062856,0.004127134,305.0766243,301.7052311,240.184623,0.206585595,4.755287612,47.10254644,19.78154729,30.2409277,4.319765554,0.200871829,2.758220492,1.561545062,0.126834466,23.84130792,0.623734698,59.4652738,370.6922641,0.026736678,0,305.0766243
"c.w",1,1,4,400,262,9.811944444,800,1,1,11,33,4,NA,19,37.12001801,303.4,301.3364931,12.17282627,12.5492743,0.312540022,5.637269793,1.914217915,37.12001801,6,1.420000017,1,2.840000033,34.37632751,33,400,400,382.4304199,37.4225502,43.8840065,69.26992798,81.23022461,500.495575,1501.420898,217.2859497,100.9953613,3.942930222,-0.73309052,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834159292,0.00563727,310.270018,307.5263275,240.2273384,-0.503440339,6.346299008,62.83752961,18.95352311,35.74817276,5.886646914,0.281555082,4.432081093,1.454565821,0.178516002,30.61067029,0.792535969,71.29589044,376.6162326,0.023154695,0,310.27001801
"c.c",2,1,4,400,249,14.125,400,2,1,21,35,4,NA,4,35.71602249,300,298.93224315,21.43898145,21.80656327,0.6411102375,6.9635939075,1.271819646,35.71602249,6,1.420000017,1,2.840000033,35.283439635,34.97485733,400,400,370.85165405,37.75738144,45.724550245,66.269039155,80.25143051,500.4466705,1498.9002075,342.23591615,100.70026015,-1.7243156435,-0.391885579,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077784,0.006963594,308.8660225,308.43343965,239.82402785,-0.849050769,5.8762948775,58.354337215,12.629786965,35.499731065,5.8066095705,0.523001697,4.6044752315,1.202134339,0.3357674265,30.146085935,0.8072335665,81.37372145,360.5555274,0.048883138,0,308.86602249
"w.c",2,1,4,400,264,9.087083333,400,2,1,121,25,4,NA,21,27.672816275,282.2,280.1882131,15.904025895,16.261197355,0.3086572045,3.5788290255,1.25783565,27.672816275,6,1.420000017,1,2.840000033,25.83050728,25.023177145,400,400.5,379.0164337,20.236366275,24.423270225,61.14249229,73.796108245,500.338974,1499.8618165,212.56951905,100.9477844,0.441473007,-0.0360638835,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83389829,0.003578829,300.82281625,298.98050725,239.97788525,0.7168994795,3.723311469,36.88353196,12.460261735,26.75166178,3.5274089135,0.2783985665,2.465475819,1.0619330945,0.1764861825,28.35939494,0.741213971,68.557548565,371.34961355,0.0297766265,0,300.822816275
"w.w",2,1,4,400,247,11.26,800,2,1,121,27,4,NA,4,29.99235821,242.45,239.0138199,14.17742671,14.55372106,0.182857685,3.106831589,1.763883353,29.99235821,6,1.420000017,1,2.840000033,27.68367672,26.9804287,400,401.5,382.5536499,21.03978729,24.680000305,57.10049248,66.972774505,499.45376585,1500.248779,615.8562317,101.08791735,-2.3537216185,0.2208583655,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832422943,0.0031068315,303.1423582,300.8336767,240.03979865,0.8898636915,4.2587318045,42.128963705,17.4489634,28.83801747,3.984327661,0.17175496,2.4948484505,1.4894792095,0.108291847,24.161434325,0.6247853985,59.75456399,375.78655365,0.022626991,0,303.14235821
"c.c",3,1,4,400,247,13.195,400,3,1,31,27,4,NA,4,31.02903366,268.65,266.85572395,19.582005635,19.9449096,0.3594592495,5.0893071045,1.5616469425,31.02903366,6,1.420000017,1,2.840000033,29.22268772,27.393315315,400,400.5,374.5166168,23.38741684,29.311945915,57.923587795,72.60490036,500.29663085,1500.001709,331.5904083,100.8943062,-1.125293732,0.0861718955,0.6666666715,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338277185,0.005089307,304.17903365,302.37268775,240.00026745,-0.0723132735,4.51905689,44.79002842,15.478082505,30.125860695,4.2915134555,0.3185436355,2.9574099475,1.3341035085,0.202396814,26.924259015,0.712567674,68.13271846,365.1024283,0.0369927365,0,304.17903366
