"Date","DOY","Species","Time","Treat.orig","Treat","CO2.meas","Plant","Leaf","Leaf.unique","Tset","Rep","Curve.unique","Rep.total","Tleaf","Ci","Ci.org","Photo","Photo.org","Cond","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","TBlk","CO2.set","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","EBal.","Tk"
"22-Sep-17",265,"Tabebuia",13.48555556,"Control","c.w",800,1,1,11,41,15,"c.w800.1.1.15",30,44.47,591.8,592.59,15.67652609,15.59,0.172397589,4.999618697,2.849861544,44.46804428,6,1.420000017,1,2.840000033,42.02733231,41,800,802,778.2633667,59.2803688,64.885849,72.23818207,79.06893158,500.4260864,1501.310547,136.0749512,100.5977554,2.367671967,-1.780116081,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834043477,0.004999619,317.6180443,315.1773323,240.2096821,-0.156539935,9.377232313,93.21512466,28.32927566,43.24768829,8.800803652,0.162531385,6.527370769,2.273432883,0.102424735,59.29862477,0.757407746,68.88861738,770.6963298,0.014229007,0,317.62
"18-Sep-17",261,"Tabebuia",10.63138889,"Control","c.w",800,2,1,21,27,1,"c.w800.2.1.1",18,32.35,583.3,584,19.5032509,19.42,0.188,2.647,1.453,32.35,6,1.420000017,1,2.840000033,29.01133347,27.16231728,800,801,774.8756104,30.78763008,33.85329819,77.21525574,84.90393829,500.4373779,1499.831909,304.2722473,100.9320679,-1.328128815,-0.078067571,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834062297,0.002646553,305.4980759,302.1613335,239.9731001,0.972515415,4.869969172,48.24996925,14.39667107,30.67970467,4.429641815,0.176284323,3.41688339,1.012758425,0.111169651,58.65540434,0.749975145,70.81636771,765.4905322,0.018264858,0,305.5
"19-Sep-17",262,"Tabebuia",9.5,"Control","c.w",800,2,1,21,33,4,"c.w800.2.1.4",21,36.6538887,411,412.6489327,18.4160026,18.32906162,0.087476364,2.014884261,2.277978047,36.6538887,6,1.420000017,1,2.840000033,34.4369812,33,800,803,779.2840576,36.37730026,38.70401764,67.10559082,71.39771271,499.4762573,1499.774902,263.2493286,100.9911499,-0.832171917,-0.650670171,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832460429,0.002014884,309.8038887,307.5869812,239.963979,1.433609192,6.186741294,61.26023221,22.55621457,35.54543495,5.821232707,0.084862469,3.908763247,1.91246946,0.053267851,41.06012336,0.521724391,62.40061471,770.4145026,0.015113005,0,309.8038887
"19-Sep-17",262,"Tabebuia",11.59083333,"Control","c.w",800,2,1,21,35.5,6,"c.w800.2.1.6",23,40.45920181,447.4,448.62642,18.91025182,18.82849764,0.104537976,2.965639743,2.785813382,40.45920181,6,1.420000017,1,2.840000033,36.92690277,35.5,800,800,774.5222168,44.2929306,47.67916107,71.17984009,76.62159729,500.4220276,1501.383545,324.5299988,100.9174118,0.321971893,-0.978009343,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834036713,0.00296564,313.6092018,310.0769028,240.2213618,0.733381421,7.597470914,75.28404443,27.60488336,38.69305229,6.911423378,0.100826634,4.811657532,2.099765845,0.063339899,44.77337513,0.572822212,62.31735628,765.4191262,0.01559133,0,313.60920181
"19-Sep-17",262,"Tabebuia",12.00666667,"Control","c.w",800,2,1,21,36.5,7,"c.w800.2.1.7",24,41.12744522,426.8,428.2827033,17.46624802,17.38138186,0.089858315,2.831943017,3.074288389,41.12744522,6,1.420000017,1,2.840000033,37.77808762,36.5,800,801,777.3782349,44.31988525,47.55355453,67.98007965,72.94004059,500.4730835,1499.72937,140.7422943,100.8910904,-0.214050293,-1.015351415,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834121806,0.002831943,314.2774452,310.9280876,239.9566939,0.821833632,7.872018358,78.02491109,30.47135656,39.45276642,7.199641907,0.087102374,4.797729969,2.401911938,0.054680057,42.6225177,0.543442885,59.60822312,768.9607117,0.013726851,0,314.27744522
"19-Sep-17",262,"Tabebuia",12.39722222,"Control","c.w",800,2,1,21,37.5,8,"c.w800.2.1.8",25,41.16850281,426.8,428.2571935,17.42778471,17.34274667,0.090437598,3.11113963,3.359369841,41.16850281,6,1.420000017,1,2.840000033,38.38716888,37.5,800,801,777.5360718,41.35324097,44.91653061,61.34589767,66.63189697,500.335083,1499.765015,134.4471893,100.849144,-0.78962326,-0.951802373,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833891805,0.00311114,314.3185028,311.5371689,239.962397,0.764548063,7.889163504,78.22737201,33.3108414,39.77783585,7.326114048,0.087646561,4.529793663,2.796320385,0.055023202,42.60675266,0.543357508,56.02440294,769.1367856,0.012870654,0,314.31850281
"20-Sep-17",263,"Tabebuia",9.519444444,"Control","c.w",800,2,1,21,24.5,9,"c.w800.2.1.9",26,28.53328514,584.1,585,18.63493841,18.55131947,0.175470048,2.022238776,1.195773182,28.53328514,6,1.420000017,1,2.840000033,26.39601898,24.61199951,800,800,776.2332153,24.5475769,26.90769005,71.80355835,78.7070694,500.2705078,1499.50354,283.4412537,101.0363693,-3.10284996,-0.079287648,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83378418,0.002022239,301.6832851,299.546019,239.920561,1.482196651,3.914428492,38.74276677,11.83507672,27.46465206,3.678006809,0.165259455,2.718655309,0.9593515,0.104158424,58.78562084,0.749550943,70.25329907,767.260491,0.017283544,0,301.68328514
"20-Sep-17",263,"Tabebuia",11.26305556,"Control","c.w",800,2,1,21,27,10,"c.w800.2.1.10",27,30.51180267,618.7,619,19.81397372,19.73266286,0.245068543,3.374377939,1.454792636,30.51180267,6,1.420000017,1,2.840000033,28.58783913,26.9665432,800,801,774.1156006,25.12684822,29.05697441,64.57802582,74.67877197,500.1867981,1498.836426,249.1530304,100.9230957,-3.595759869,-0.206202209,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833644663,0.003374378,303.6618027,301.7378391,239.8138228,0.799593428,4.387312445,43.47183779,14.41486338,29.5498209,4.151516901,0.225601037,2.932519809,1.218997091,0.142629342,62.27552513,0.797115061,68.32634705,764.5830436,0.017920806,0,303.66180267
"21-Sep-17",264,"Tabebuia",15.2125,"Control","c.w",800,2,1,21,38,11,"c.w800.2.1.11",28,40.55960083,548.1,548.8856286,19.2696999,19.18962827,0.164065889,4.094401117,2.486075507,40.55960083,6,1.420000017,1,2.840000033,39.10384369,38.09154892,800,800,772.9793091,46.5700798,51.22727966,66.2852478,72.91404724,500.4710388,1500.320435,232.0905914,100.5735016,-0.028726578,-1.205368757,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834118398,0.004094401,313.7096008,312.2538437,240.0512642,0.466500968,7.6381824,75.94627093,24.71899126,39.83172226,7.347264204,0.155105494,5.152106892,2.195157311,0.097708025,54.88166192,0.705953042,67.14014537,763.705808,0.017150804,0,313.70960083
"21-Sep-17",264,"Tabebuia",16.02611111,"Control","c.w",800,2,1,21,39,12,"c.w800.2.1.12",29,43.05146027,526.2,527.3836433,15.25944648,15.17282309,0.114675411,3.456661844,2.926515555,43.05146027,6,1.420000017,1,2.840000033,40.76234436,39.19697189,800,800,778.9922485,53.60580444,57.51888657,69.82276154,74.91963196,499.530304,1499.835938,234.9609375,100.5673676,1.663064957,-1.485142469,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832550507,0.003456662,316.2014603,313.9123444,239.9737446,0.654488661,8.711038561,86.61893787,29.1000513,41.90690231,8.203079686,0.110224685,5.784523007,2.418556679,0.069276935,52.5711072,0.671053128,65.20044118,771.6232555,0.013098994,0,316.20146027
"22-Sep-17",265,"Tabebuia",14.01361111,"Control","c.w",800,2,1,21,39,13,"c.w800.2.1.13",30,41.67,470.4,471.95,15.57165361,15.48,0.09163838,2.645783119,2.79693357,41.67338181,6,1.420000017,1,2.840000033,39.60798645,39,800,801,779.4824219,49.75674057,52.76717377,68.91411591,73.08363342,499.497406,1500.781738,50.97964478,100.5496445,-0.292926788,-1.268691063,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832495677,0.002645783,314.8233818,312.7579865,240.1250728,1.110053787,8.102654132,80.58361792,27.81644415,40.64068413,7.671199266,0.088773909,5.305720562,2.365478704,0.055734129,46.87259521,0.598042619,64.17138031,771.9648753,0.01314633,0,314.82
"22-Sep-17",265,"Tabebuia",14.46861111,"Control","c.w",800,2,1,21,40,14,"c.w800.2.1.14",31,39.55,463.3,464.63,17.11446318,17.03,0.100681623,3.181900888,3.104340786,39.5536232,6,1.420000017,1,2.840000033,39.39443207,40,800,799,775.8114014,37.45261002,41.11684799,52.47062302,57.60417175,499.5971069,1500.50415,67.6452179,100.5509109,-2.77299118,-0.867545128,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832661845,0.003181901,312.7036232,312.5444321,240.0806587,1.133448591,7.238677307,71.99017134,30.87332334,39.47402763,7.207855587,0.097234535,4.134336521,3.073519066,0.061072159,46.19878629,0.592227267,56.10013005,767.5615626,0.012684714,0,312.7
"26-Sep-17",269,"Tabebuia",9.461944444,"Control","c.w",800,2,1,21,38,16,"c.w800.2.1.16",33,40.92503357,625.7,626.2263115,19.57550054,19.49692657,0.269967177,4.559506227,1.737964003,40.92503357,6,1.420000017,1,2.840000033,39.31497192,38.09949875,800,799,771.6066895,54.82745361,59.96598053,77.40139008,84.65558624,500.465332,1499.440674,443.2767334,100.8905487,2.654767036,-1.448172808,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834108887,0.004559506,314.0750336,312.4649719,239.9105025,0.202759004,7.787964682,77.19221257,17.22623204,40.12000275,7.461314266,0.246532114,6.050000679,1.411313586,0.15602959,62.97846749,0.808994595,78.12070327,762.1882286,0.020308059,0,314.07503357
"27-Sep-17",270,"Tabebuia",11.68416667,"Control","c.w",800,2,1,21,40,17,"c.w800.2.1.17",34,42.98577118,510.3,511.8250316,13.54796054,13.45795983,0.094222308,3.119855318,3.204530978,42.98577118,6,1.420000017,1,2.840000033,41.06496048,40.03276062,800,801,782.0970459,50.82100296,54.35826111,65.25952148,69.80173492,500.4325867,1500.767334,1.239599824,100.7507477,-4.263063431,-0.921266317,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834054311,0.003119855,316.1357712,314.2149605,240.1227681,0.884757997,8.681166427,86.16478416,31.80652305,42.02536583,8.254435702,0.091196687,5.476635449,2.777800253,0.057262254,50.99352943,0.647151778,61.57172295,775.5406898,0.010950245,0,316.13577118
"27-Sep-17",270,"Tabebuia",13.24916667,"Control","c.w",400,2,1,21,30,18,"c.w400.2.1.18",35,35.86408615,459.1,461.06448,16.11863019,16.01324439,0.088452036,1.911676256,2.132954524,35.86408615,6,1.420000017,1,2.840000033,32.98927307,31.24304008,800,801,780.4901733,35.49385071,37.69987106,70.69677734,75.09073639,500.3416138,1499.568237,347.7044678,100.5674133,-8.193229675,-0.22680068,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83390269,0.001911676,309.0140862,306.1392731,239.9309126,1.395258086,5.924333039,58.90907246,21.2092014,34.42667961,5.471498752,0.085780398,3.791378516,1.680120236,0.053846544,45.24978508,0.576490031,63.31197548,772.5885716,0.013621888,0,309.01408615
"27-Sep-17",270,"Tabebuia",13.73694444,"Control","c.w",400,2,1,21,31,19,"c.w400.2.1.19",36,36.14112091,484.1,485.7053488,16.85974156,16.757284,0.103566839,2.482503405,2.377663958,36.14112091,6,1.420000017,1,2.840000033,33.30130005,31.56907272,800,800,777.6542969,33.31518936,36.18431091,65.18067169,70.79406738,500.3641052,1499.547119,1254.615356,100.5294724,-8.10477066,-0.207387686,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833940175,0.002482503,309.2911209,306.4513,239.9275337,1.104974757,6.015253642,59.83572281,23.6514119,34.72121048,5.561752172,0.09992293,3.637589683,1.924162489,0.062769301,47.87941771,0.612447521,59.94021726,769.4016665,0.013525152,0,309.29112091
"21-Sep-17",264,"Tabebuia",14.14805556,"Control","c.w",800,3,1,31,37,7,"c.w800.3.1.7",19,41.79586792,360.4,361.9522591,19.47977671,19.39764278,0.082980078,2.629546085,3.065948693,41.79586792,6,1.420000017,1,2.840000033,38.34445953,37.10926819,800,801,774.8705444,47.58099365,50.57530975,70.59188843,75.03430176,500.2590027,1499.907471,347.1383667,100.6271057,0.453950882,-1.115475416,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833765004,0.002629546,314.9458679,311.4944595,239.9851899,0.905936793,8.155195734,81.04372749,30.46841774,40.07016373,7.441487857,0.080624368,5.089247041,2.352240816,0.05059671,35.79744316,0.459100615,60.89902915,765.4966264,0.015688189,0,314.94586792
"27-Sep-17",270,"Tabebuia",10.11527778,"Control","c.w",800,3,1,31,37,11,"c.w800.3.1.11",23,41.79552841,458.1,459.1110892,22.18816023,22.11049742,0.129796536,3.610391773,2.734383586,41.79552841,6,1.420000017,1,2.840000033,38.50922012,37.11220932,800,801,770.7719727,49.68315887,53.77923203,73.17921448,79.21238708,500.4150391,1499.228271,0.76210314,100.7947845,-3.739070654,-0.804811239,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834025065,0.003610392,314.9455284,311.6592201,239.8765181,0.429223169,8.155049692,80.90745695,27.12822493,40.15237427,7.474216458,0.12412371,5.420666105,2.053550353,0.078067793,45.87811587,0.590529502,65.62025296,760.1118232,0.019360131,0,314.94552841
"27-Sep-17",270,"Tabebuia",10.66083333,"Control","c.w",800,3,1,31,38,12,"c.w800.3.1.12",24,42.45177078,533.5,534.1661912,22.40122731,22.32569878,0.18414934,5.004748191,2.712209236,42.45177078,6,1.420000017,1,2.840000033,39.49111557,38.08708572,800,800,768.8175659,51.1766243,56.83684158,71.50661469,79.41536713,500.3653259,1500.447632,0.747364461,100.8041916,-3.132171631,-0.959382772,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83394221,0.005004748,315.6017708,312.6411156,240.0716157,-0.233229983,8.441601104,83.74256041,26.90571883,40.97144318,7.80716777,0.172935946,5.729391868,2.077775901,0.109039428,53.5642614,0.691151464,67.54617958,758.0567068,0.020171148,0,315.60177078
"27-Sep-17",270,"Tabebuia",11.19611111,"Control","c.w",800,3,1,31,39.5,13,"c.w800.3.1.13",25,43.46752548,494.3,495.2742384,19.46813194,19.38890587,0.133333426,4.41310083,3.239554868,43.46752548,6,1.420000017,1,2.840000033,40.75181961,39.64189911,800,800,772.2042236,51.20146942,56.19470596,66.86308289,73.38365936,500.4899597,1500.238525,0.680318356,100.7704086,-3.641130447,-0.971456289,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834149933,0.004413101,316.6175255,313.9018196,240.0381587,0.100985585,8.902318351,88.34258461,32.14787865,42.10967255,8.291153477,0.127354344,5.662763483,2.628389994,0.080112888,49.52002249,0.636378708,62.53422579,762.8366252,0.016154707,0,316.61752548
"27-Sep-17",270,"Tabebuia",12.30611111,"Control","c.w",400,3,1,31,30,14,"c.w400.3.1.14",26,34.81329727,481.8,483.1952183,19.46838503,19.3664391,0.115433119,1.790800033,1.548112486,34.81329727,6,1.420000017,1,2.840000033,32.46773911,30.66667557,800,802,777.1592407,38.07206726,40.13692093,78.20111084,82.44238281,499.4802856,1500.027588,728.2033691,100.7083282,-6.562728882,-0.188398123,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832467143,0.0017908,307.9632973,305.6177391,240.0044087,1.540699723,5.590234693,55.50915987,15.37223895,33.64051819,5.236801763,0.11092454,4.042122208,1.194679555,0.069719282,47.80204383,0.610760671,72.05191804,767.6668057,0.018742823,0,307.96329727
"27-Sep-17",270,"Tabebuia",12.79277778,"Control","c.w",400,3,1,31,31,15,"c.w400.3.1.15",27,35.29782867,473.5,474.9431712,19.97971583,19.87912766,0.116964997,2.18828606,1.866686356,35.29782867,6,1.420000017,1,2.840000033,33.04564667,31.30452728,800,802,775.8463135,35.98648834,38.5096283,71.50115204,76.51435089,500.3327637,1499.712402,1160.752563,100.6374969,-7.592559814,-0.246766806,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833887939,0.002188286,308.4478287,306.1956467,239.953979,1.346206833,5.742198956,57.05824499,18.5486167,34.17173767,5.39440744,0.112338358,3.8755126,1.51889484,0.070612989,46.95466904,0.601372073,67.2108793,766.1113978,0.017966539,0,308.44782867
"20-Sep-17",263,"Tabebuia",9.0725,"Control","c.w",800,3,1,31,25,16,"c.w800.3.1.16",28,29.65851402,310.3,312,22.3865278,22.30507503,0.081905658,1.457874482,1.790160539,29.65851402,6,1.420000017,1,2.840000033,26.14323997,25.01438713,800,802,774.2457886,21.92239571,23.62922859,65.08968353,70.15744019,500.3744812,1500.705078,0.770378649,101.0372696,-4.269589901,-0.033953786,1,-0.219565243,2.737391472,1,0,0.159999996,111125,0.833957469,0.001457874,302.808514,299.29324,240.1128071,1.583095167,4.177593279,41.34705239,17.7178238,27.900877,3.77296628,0.079609712,2.387432739,1.385533541,0.049957375,30.87472373,0.394677735,56.95113778,763.4903242,0.016877675,0,302.80851402
"20-Sep-17",263,"Tabebuia",12.86805556,"Warmed","w.c",400,2,1,121,29,1,"w.c400.2.1.1",18,35.4471283,489.4,490,24.93786507,24.84393766,0.163328043,3.658574358,2.277517612,35.4471283,6,1.420000017,1,2.840000033,32.77379227,30.94972992,800,803,769.4195557,30.6107235,34.84492111,61.85407257,70.40997314,500.3675232,1498.654053,1289.049438,100.7958679,-2.42706871,-0.475519836,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833945872,0.003658574,308.5971283,305.9237923,239.7846431,0.525657851,5.789741678,57.44026811,22.595347,34.11046028,5.376019326,0.15444588,3.512224066,1.86379526,0.09728923,48.82975703,0.629620144,61.00268826,757.3306058,0.020485031,0,308.5971283
"21-Sep-17",264,"Tabebuia",9.261666667,"Warmed","w.c",400,2,1,121,25,4,"w.c400.2.1.4",21,27.92914581,612.9,613.5031737,23.73959166,23.64628181,0.289952733,3.238539908,1.203491722,27.92914581,6,1.420000017,1,2.840000033,25.89773369,25.0165863,800,800,768.8248901,21.73120689,25.51549721,65.40727997,76.79735565,500.3696899,1500.278809,210.0842896,100.9465485,-4.078817368,-0.040381167,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833949483,0.00323854,301.0791458,299.0477337,240.044604,0.86814831,3.779193098,37.43756627,11.92206906,26.91343975,3.561003936,0.263092076,2.575701375,0.985302561,0.166651803,61.57920504,0.79344197,70.1657972,757.305803,0.022452092,0,301.07914581
"21-Sep-17",264,"Tabebuia",10.70666667,"Warmed","w.c",400,2,1,121,26,5,"w.c400.2.1.5",22,29.76779747,582.6,583.1356783,27.0415357,26.9519767,0.274768646,2.85507981,1.108395314,29.76779747,6,1.420000017,1,2.840000033,27.34510422,25.99449539,800,800,765.2176514,27.35694885,30.67638779,75.5840683,84.7552948,500.2344666,1500.130615,454.1026917,100.9101791,2.469167709,0.323188096,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833724111,0.00285508,302.9177975,300.4951042,240.0208931,1.005583185,4.203955101,41.66036704,10.98397926,28.55645084,3.919697042,0.250529989,3.095559787,0.824137255,0.158592333,58.47895401,0.757320372,75.05818882,752.1305563,0.027474682,0,302.91779747
"21-Sep-17",264,"Tabebuia",11.14833333,"Warmed","w.c",400,2,1,121,27,6,"w.c400.2.1.6",23,31.13150787,566.6,567.227196,27.01412547,26.92533898,0.253477622,3.161171005,1.317666348,31.13150787,6,1.420000017,1,2.840000033,28.476511,26.96186447,800,800,764.4755249,28.32314682,31.9931221,73.23774719,82.72753906,500.2816162,1499.678955,785.2885132,100.8857498,-0.189676285,0.088309556,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833802694,0.003161171,304.2815079,301.626511,239.9486274,0.807352271,4.54531646,45.05409801,13.06097591,29.80400944,4.212722231,0.232707824,3.227650112,0.985072119,0.147175944,56.83318559,0.736900053,72.31949134,751.4017832,0.026470834,0,304.28150787
"21-Sep-17",264,"Tabebuia",11.61833333,"Warmed","w.c",400,2,1,121,29,7,"w.c400.2.1.7",24,32.98077011,569.4,569.9165014,27.87920165,27.79130158,0.271271774,3.851254595,1.501511857,32.98077011,6,1.420000017,1,2.840000033,30.56433105,29.12408447,800,800,763.6245728,30.70179939,35.15718079,70.3524704,80.56187439,500.4090576,1500.087036,907.7452393,100.8368378,-1.489831924,-0.194969863,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834015096,0.003851255,306.1307701,303.7143311,240.0139204,0.476286507,5.046650793,50.04768995,14.89050917,31.77255058,4.713953314,0.24761959,3.545138935,1.168814379,0.156726586,57.10230741,0.741574085,71.6329885,750.1399861,0.027089,0,306.13077011
"21-Sep-17",264,"Tabebuia",12.06611111,"Warmed","w.c",400,2,1,121,31,8,"w.c400.2.1.8",25,34.77633286,567.5,568.0413187,28.40434057,28.31828635,0.281794115,4.727045747,1.772251414,34.77633286,6,1.420000017,1,2.840000033,32.50164413,31.06764984,800,800,761.8536987,32.30705643,37.76117325,66.29676056,77.48906708,500.3794861,1499.180298,1241.077515,100.8055267,-2.150892258,-0.44871971,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83396581,0.004727046,307.9263329,305.6516441,239.8688423,0.03625562,5.578786373,55.34206857,17.58089533,33.63898849,5.23635377,0.256357485,3.806534959,1.429818811,0.162329794,56.91110056,0.741038993,69.6888441,748.1202567,0.02691261,0,307.92633286
"22-Sep-17",265,"Tabebuia",10.52888889,"Warmed","w.c",400,2,1,121,33,9,"w.c400.2.1.9",26,34.8,597.7,598.1,29.28524018,29.2,0.359725312,5.45200475,1.640683591,34.79981613,6,1.420000017,1,2.840000033,33.81793594,33,800,800,760.3248291,32.84107971,39.12181473,62.62013626,74.5960083,500.4553528,1499.069092,645.5333252,100.8484268,-1.99723053,-0.662299156,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834092255,0.005452005,307.9498161,306.9679359,239.8510493,-0.150514157,5.58605706,55.39062171,16.26880698,34.30887604,5.435758178,0.319283622,3.94537347,1.490384708,0.202830187,60.03800427,0.782993121,72.6379276,746.1733133,0.02898086,0,307.95
"22-Sep-17",265,"Tabebuia",11.015,"Warmed","w.c",400,2,1,121,35,10,"w.c400.2.1.10",27,36.04,578.7,579.15,29.34191878,29.26,0.324039183,5.961159288,1.963774823,36.04425812,6,1.420000017,1,2.840000033,35.44441223,35,800,800,759.3514404,33.00665665,39.86988068,57.48310471,69.43582916,500.3615112,1499.387695,648.5006104,100.8167648,-1.668766022,-0.74950695,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833935852,0.005961159,309.1942581,308.5944122,239.9020259,-0.356993862,5.983327207,59.34853411,19.47865343,35.74433517,5.885402796,0.290853314,4.019552384,1.865850412,0.184499502,58.0821475,0.758694765,69.00274747,745.1734043,0.027619111,0,309.19
"22-Sep-17",265,"Tabebuia",11.50638889,"Warmed","w.c",400,2,1,121,37,11,"w.c400.2.1.11",28,37.67,566.2,566.72,29.04530603,28.96,0.303124902,6.761616218,2.355635415,37.67337036,6,1.420000017,1,2.840000033,37.37043381,37,800,800,759.387207,33.7514534,41.52245331,52.87229919,65.04571533,500.3879089,1499.907227,1067.295532,100.7817459,-1.349121094,-0.860346794,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833979848,0.006761616,310.8233704,310.5204338,239.9851509,-0.722888388,6.540340754,64.89608505,23.37363174,37.52190208,6.486720967,0.27389135,4.184705339,2.302015628,0.173588612,56.79139833,0.742057242,65.62755682,745.3501509,0.026000788,0,310.82
"25-Sep-17",268,"Tabebuia",10.68694444,"Warmed","w.c",400,2,1,121,34,12,"w.c400.2.1.12",29,36.79576874,568.9,569.3060058,32.13243621,32.05145267,0.337597367,5.870071945,1.859085767,36.79576874,6,1.420000017,1,2.840000033,34.91450119,33.99318695,800,801,756.998291,36.63694382,43.38320541,65.73452759,77.83876801,499.4241028,1499.345459,290.0101929,100.865036,-1.146205902,-0.820952415,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832373505,0.005870072,309.9457687,308.0645012,239.8952681,-0.499822836,6.234934343,61.81462467,18.43141925,35.85513496,5.921415352,0.301730022,4.375848576,1.545566776,0.191506025,57.13085667,0.748230125,71.87107486,741.4947942,0.031612604,0,309.94576874
"25-Sep-17",268,"Tabebuia",11.20333333,"Warmed","w.c",400,2,1,121,35,13,"w.c400.2.1.13",30,37.53972626,559.3,559.791118,31.3847375,31.30315935,0.311734336,5.951013575,2.020540876,37.53972626,6,1.420000017,1,2.840000033,35.7832489,34.97051239,800,801,757.5670166,37.51370621,44.34477234,64.14873505,75.82991028,499.5223694,1500.251709,325.559082,100.8567581,-1.562349319,-0.89441967,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832537282,0.005951014,310.6897263,308.9332489,240.0402681,-0.522716842,6.493010854,64.37854017,20.03376783,36.66148758,6.189314217,0.28090106,4.472469978,1.71684424,0.178095348,56.14433294,0.734818132,70.34723637,742.4186942,0.03019585,0,310.68972626
"25-Sep-17",268,"Tabebuia",11.64083333,"Warmed","w.c",400,2,1,121,36.5,14,"w.c400.2.1.14",31,38.79663467,558.4,558.8644735,30.81658558,30.7355775,0.308690791,6.444463743,2.198192618,38.79663467,6,1.420000017,1,2.840000033,37.28443527,36.52995682,800,800,757.0217285,39.75429535,47.13185501,62.59318542,74.20916748,499.4110107,1498.600586,371.1526184,100.8220139,-0.957447052,-1.057612419,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832351685,0.006444464,311.9466347,310.4344353,239.7760884,-0.744314362,6.950121157,68.93455993,21.80270492,38.04053497,6.671916189,0.278427418,4.751928539,1.91998765,0.176504605,56.02981318,0.734100401,69.71510283,742.143714,0.029401427,0,311.94663467
"25-Sep-17",268,"Tabebuia",12.11388889,"Warmed","w.c",400,2,1,121,38,15,"w.c400.2.1.15",32,40.07538605,558.1,558.5388456,29.63081909,29.54870837,0.297455464,6.826951355,2.396798509,40.07538605,6,1.420000017,1,2.840000033,38.74557495,38.09384537,800,800,758.0764771,42.28988647,50.07968903,61.48804092,72.81414795,499.5037842,1498.889648,363.4692383,100.7746811,-0.219734192,-1.206122398,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832506307,0.006826951,313.225386,311.895575,239.8223384,-0.913184769,7.443563199,73.863426,23.78373697,39.4104805,7.183330034,0.269254346,5.046764691,2.136565343,0.170609135,55.95914596,0.732498306,68.92755633,743.7616633,0.027908042,0,313.22538605
"25-Sep-17",268,"Tabebuia",12.60166667,"Warmed","w.c",400,2,1,121,39.5,16,"w.c400.2.1.16",33,40.87599564,552.5,553.0455322,28.51275286,28.42961227,0.278861106,7.151750711,2.655611988,40.87599564,6,1.420000017,1,2.840000033,40.03042603,39.65563202,800,800,759.0621338,42.59815598,50.75097275,57.78408051,68.84331512,499.6157227,1499.349121,316.7072144,100.7292328,0.394920349,-1.283003807,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832692871,0.007151751,314.0259956,313.180426,239.895854,-1.004657645,7.767718536,77.11483867,26.36386592,40.45321083,7.595047546,0.253927801,5.112106548,2.482940998,0.160771246,55.36012288,0.724042722,66.74273988,745.2783687,0.025967967,0,314.02599564
