DOY,Species,Time,Treat,CO2.meas,Plant,Leaf,Leaf.unique,Tset,Rep,Rep.total,Tleaf,Ci,Photo,Cond,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,TBlk,CO2.set,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci.Ca,RHsfc,C2sfc,AHs.Cs,EBal.,Tk
243,Tabebuia,14.55,c.c,400,2,1,21,34,2,2,36.71,469.3,30.84,0.2,4.6,2.4,36.71,6,1.420000017,1,2.840000033,34.74,33.99,800,801,759.84,32.46,37.77,58.74,68.35,500.36,1500.08,290.11,100.75,-5.22,-1.12,0.33,-0.22,2.74,1,0,0.16,111115,0.83,0,309.86,307.89,240.01,0.14,6.2,61.58,23.81,35.72,5.88,0.18,3.81,2.07,0.12,46.87,0.61,61.95,744.95,0.03,0,309.86
249,Tabebuia,8.77,c.c,400,2,1,21,25,3,3,27.69,642.9,30.13,0.54,5.07,1.09,27.69,6,1.420000017,1,2.840000033,25.86,25.01,800,799,758.28,20.23,26.15,61.05,78.92,500.26,1501.48,181.43,101.01,-6.75,0.33,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,300.84,299.01,240.24,-0.05,3.73,36.9,10.76,26.78,3.53,0.46,2.64,0.89,0.29,64.77,0.85,74.74,743.72,0.03,0,300.84
249,Tabebuia,14.31,c.c,400,2,1,21,35,4,4,35.95,601.8,38.51,0.56,6.83,1.4,35.95,6,1.420000017,1,2.840000033,35.38,34.97,800,799,746.7,37.38,45.2,65.26,78.91,500.34,1499.64,282.47,100.68,-6.58,-0.39,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,309.1,308.53,239.94,-0.8,5.95,59.12,13.92,35.66,5.86,0.46,4.55,1.31,0.3,60.43,0.8,79.22,728.17,0.04,0,309.1
249,Tabebuia,14.31,c.c,400,2,1,21,35,5,5,35.95,601.8,38.51,0.56,6.83,1.4,35.95,6,1.420000017,1,2.840000033,35.38,34.97,800,799,746.7,37.38,45.2,65.26,78.91,500.34,1499.64,282.47,100.68,-6.58,-0.39,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,309.1,308.53,239.94,-0.8,5.95,59.12,13.92,35.66,5.86,0.46,4.55,1.31,0.3,60.61,0.81,79.22,728.43,0.04,0,309.1
247,Tabebuia,8.53,c.c,400,2,1,21,24,6,6,26.65,653.9,28.92,0.53,3.14,0.69,26.65,6,1.420000017,1,2.840000033,25.68,25.03,800,800,762.7,24.24,27.91,74,85.19,500.22,1500.03,248.07,101.05,-5.42,0.31,1,-0.22,2.74,1,0,0.16,111115,0.83,0,299.8,298.83,240,1.07,3.51,34.7,6.8,26.16,3.41,0.45,2.82,0.59,0.29,66.11,0.86,82.97,748.72,0.03,0,299.8
247,Tabebuia,12.93,c.c,400,2,1,21,27,7,7,31.79,576.7,32.31,0.36,5.7,1.75,31.79,6,1.420000017,1,2.840000033,28.68,26.97,800,801,756.81,22.76,29.39,58.19,75.15,500.26,1500.06,262.9,100.93,-6.03,0.09,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,304.94,301.83,240.01,-0.57,4.72,46.75,17.36,30.23,4.32,0.32,2.97,1.35,0.2,58.25,0.76,65.69,741.22,0.03,0,304.94
247,Tabebuia,14.39,c.c,400,2,1,21,31,8,8,32.93,516.2,31.26,0.24,4.37,1.91,32.93,6,1.420000017,1,2.840000033,31.93,31.06,800,801,759.16,25.94,31.01,54.96,65.71,500.46,1501.07,195.13,100.8,-6.13,-0.01,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,306.08,305.08,240.17,0.41,5.03,49.92,18.91,32.43,4.89,0.22,3.13,1.77,0.14,52.09,0.68,63.6,744.07,0.03,0,306.08
254,Tabebuia,12.74,c.c,800,2,1,21,39.5,9,9,41.31,556.3,29.95,0.31,8.9,2.97,41.31,6,1.420000017,1,2.840000033,40.53,39.85,800,800,756.2,39.17,49.34,51.79,65.22,499.5,1500.78,132.1,100.82,-0.43,-0.81,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,314.46,313.68,240.12,-1.88,7.95,78.83,29.49,40.92,7.79,0.28,4.97,2.81,0.18,56.13,0.74,64,741.99,0.03,0,314.46
251,Tabebuia,14.68,c.c,400,2,1,21,36,10,10,41.07,442.6,29.71,0.17,4.43,2.58,41.07,6,1.420000017,1,2.840000033,37.63,36.13,800,800,760.2,47.42,52.46,73.07,80.83,500.46,1499.25,164.76,100.53,0.05,-0.66,1,-0.22,2.74,1,0,0.16,111115,0.83,0,314.22,310.78,239.88,-0.01,7.85,78.08,25.62,39.35,7.16,0.16,5.27,1.89,0.1,44.03,0.58,66.9,745.84,0.03,0,314.22
251,Tabebuia,16.34,c.c,400,2,1,21,37,11,11,38.91,479.2,32.64,0.22,5.36,2.47,38.91,6,1.420000017,1,2.840000033,38.02,38.09,800,800,756.36,38.83,44.97,58.56,67.81,500.16,1499.87,27.79,100.51,-2.54,-0.53,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,312.06,311.17,239.98,-0.09,6.99,69.56,24.59,38.47,6.83,0.21,4.52,2.31,0.13,47.8,0.63,65.21,740.61,0.03,0,312.06
251,Tabebuia,16.8,c.c,400,2,1,21,38,12,12,35.46,474.5,30.69,0.2,4.43,2.28,35.46,6,1.420000017,1,2.840000033,36.75,38.1,800,799,758.71,29.84,34.97,48.25,56.53,500.23,1500.67,10.17,100.56,-5.43,-0.21,1,-0.22,2.74,1,0,0.16,111115,0.83,0,308.61,309.9,240.11,0.72,5.79,57.62,22.66,36.11,6,0.19,3.52,2.49,0.12,47.3,0.62,61.48,743.9,0.03,0,308.61
254,Tabebuia,11.79,c.c,800,2,1,21,37,13,13,41.92,565.5,29.97,0.33,8.82,2.81,41.92,6,1.420000017,1,2.840000033,39.69,37.95,800,800,756.51,43.47,53.5,60.15,74.03,499.57,1500.06,161.23,100.88,1.33,-0.87,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,315.07,312.84,240.01,-2.07,8.21,81.36,27.85,40.8,7.74,0.3,5.4,2.34,0.19,56.93,0.75,67.11,742.15,0.03,0,315.07
254,Tabebuia,12.18,c.c,800,2,1,21,38,14,14,40.47,556.1,31.13,0.32,8.17,2.69,40.47,6,1.420000017,1,2.840000033,39.07,38.09,800,801,756.22,39.36,48.7,56.28,69.63,499.51,1498.75,118.94,100.87,-0.41,-0.75,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,313.62,312.22,239.8,-1.61,7.6,75.35,26.65,39.77,7.32,0.29,4.91,2.41,0.18,55.97,0.73,66.11,741.31,0.03,0,313.62
254,Tabebuia,12.74,c.c,800,2,1,21,39.5,15,15,41.31,556.3,29.95,0.31,8.9,2.97,41.31,6,1.420000017,1,2.840000033,40.53,39.85,800,800,756.2,39.17,49.34,51.79,65.22,499.5,1500.78,132.1,100.82,-0.43,-0.81,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,314.46,313.68,240.12,-1.88,7.95,78.83,29.49,40.92,7.79,0.28,4.97,2.81,0.18,55.97,0.73,64,741.85,0.03,0,314.46
247,Tabebuia,14.94,c.c,400,2,2,22,32,3,3,33.17,433.9,31.22,0.17,3.4,2.03,33.17,6,1.420000017,1,2.840000033,32.27,32.04,800,799,758.51,26.54,30.49,55.17,63.4,500.23,1499.94,86.77,100.8,-6.28,0,0.33,-0.22,2.74,1,0,0.16,111115,0.83,0,306.32,305.42,239.99,0.92,5.1,50.59,20.09,32.72,4.97,0.16,3.07,1.9,0.1,43.81,0.57,60.97,743.44,0.03,0,306.32
243,Tabebuia,10.3,c.c,400,3,1,31,27,1,1,30.49,527.1,34.56,0.28,3.88,1.48,30.49,6,1.420000017,1,2.840000033,28.67,26.97,800,801,756.01,24.25,28.76,62.07,73.63,500.33,1500.03,438.04,101.03,-6.17,-0.63,1,-0.22,2.74,1,0,0.16,111115,0.83,0,303.64,301.82,240.01,0.56,4.38,43.38,14.62,29.58,4.16,0.26,2.91,1.25,0.16,52.96,0.69,68.19,739.35,0.03,0,303.64
243,Tabebuia,14.08,c.c,400,3,1,31,34,2,2,35.64,468.6,34.31,0.22,4.96,2.3,35.64,6,1.420000017,1,2.840000033,34.79,34,800,800,754.03,29.53,35.26,53.28,63.63,500.27,1501.32,341.46,100.76,-5.48,-1.05,1,-0.22,2.74,1,0,0.16,111115,0.83,0,308.79,307.94,240.21,0.13,5.85,58.07,22.81,35.22,5.72,0.21,3.55,2.16,0.13,46.85,0.62,61.8,737.49,0.03,0,308.79
247,Tabebuia,9,c.c,400,3,1,31,24,3,3,28,600.7,32.88,0.4,3.43,0.95,28,6,1.420000017,1,2.840000033,25.81,25.02,800,800,757.26,24.18,28.17,73.24,85.34,500.32,1499.26,319.01,101.09,-4.91,0.35,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,301.15,298.96,239.88,0.75,3.8,37.55,9.38,26.91,3.56,0.35,2.85,0.71,0.22,60.76,0.79,77.39,741.41,0.03,0,301.15
247,Tabebuia,13.4,c.c,400,3,1,31,27,4,4,30.59,504.5,32.58,0.24,3.8,1.69,30.59,6,1.420000017,1,2.840000033,28.75,26.94,800,800,757.81,22.5,26.93,57.27,68.55,500.29,1500.36,251.99,100.88,-6.3,0.15,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,303.74,301.9,240.06,0.59,4.41,43.7,16.77,29.67,4.18,0.22,2.72,1.46,0.14,50.95,0.67,63.29,742.1,0.03,0,303.74
249,Tabebuia,9.25,c.c,400,3,1,31,25,5,5,27.42,616,34.94,0.51,4.75,1.07,27.42,6,1.420000017,1,2.840000033,25.92,25.02,800,800,753.99,20.13,25.68,60.54,77.24,500.31,1501.21,256.84,101.02,-7.61,0.27,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,300.57,299.07,240.19,0.16,3.67,36.32,10.63,26.67,3.51,0.43,2.59,0.92,0.28,62.05,0.81,74.39,737.15,0.04,0,300.57
249,Tabebuia,14.75,c.c,400,3,1,31,35,6,6,37.01,453.2,31.68,0.19,3.88,2.09,37.01,6,1.420000017,1,2.840000033,35.52,34.97,800,800,758.23,37.46,41.92,64.84,72.55,500.45,1499.2,381.07,100.6,-7.06,-0.32,1,-0.22,2.74,1,0,0.16,111115,0.83,0,310.16,308.67,239.87,0.58,6.31,62.71,20.79,36.26,6.06,0.18,4.22,1.84,0.11,45.17,0.59,67.2,742.94,0.03,0,310.16
251,Tabebuia,15.08,c.c,400,3,1,31,36,7,7,39.21,510.5,33.31,0.25,4.25,1.73,39.21,6,1.420000017,1,2.840000033,37.49,36.13,800,800,756.8,48.63,53.46,75.5,82.99,500.46,1499.96,157.1,100.51,0.57,-0.64,0.33,-0.22,2.74,1,0,0.16,111115,0.83,0,312.36,310.64,239.99,0.35,7.11,70.71,17.25,38.35,6.78,0.23,5.37,1.41,0.15,50.98,0.67,76.11,740.73,0.03,0,312.36
254,Tabebuia,13.18,c.c,800,3,1,31,39,8,8,40.68,521.7,36.92,0.33,8.5,2.74,40.68,6,1.420000017,1,2.840000033,39.92,39.06,800,801,749.01,39.44,49.14,53.83,67.08,499.74,1500.87,164.28,100.78,-0.35,-0.77,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,313.83,313.07,240.14,-1.68,7.69,76.29,27.15,40.3,7.53,0.29,4.95,2.58,0.19,52.46,0.69,65.95,731.36,0.03,0,313.83
254,Tabebuia,15.68,c.c,800,3,1,31,41,9,9,43.58,559.6,23.09,0.23,6.25,2.79,43.58,6,1.420000017,1,2.840000033,42.16,41.02,800,800,766.21,54.17,61.21,65.61,74.13,500.37,1499.74,200.12,100.69,0.98,-1.2,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,316.73,315.31,239.96,-0.63,8.95,88.91,27.71,42.87,8.63,0.21,6.16,2.46,0.13,56.17,0.73,68.79,755.12,0.02,0,316.73
254,Tabebuia,13.6,c.c,800,3,1,31,40,10,10,41.08,559.8,36.96,0.4,8.13,2.17,41.08,6,1.420000017,1,2.840000033,40.58,40.04,800,800,748.54,47.16,56.37,62.14,74.27,500.28,1500.25,180.83,100.76,0.01,-1.03,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,314.23,313.73,240.04,-1.45,7.85,77.93,21.56,40.83,7.75,0.35,5.68,2.07,0.22,56.3,0.75,74.02,730.86,0.04,0,314.23
254,Tabebuia,16.14,c.c,800,3,1,31,42,11,11,43.57,549.6,25.42,0.24,6.85,2.88,43.57,6,1.420000017,1,2.840000033,42.71,42,800,800,763.05,52.61,60.33,61.92,71,500.33,1499.75,162.5,100.67,0.75,-1.23,0.67,-0.22,2.74,1,0,0.16,111125,0.83,0.01,316.72,315.86,239.96,-0.85,8.95,88.92,28.58,43.14,8.75,0.22,6.07,2.68,0.14,55.17,0.72,67.98,750.86,0.02,0,316.72
254,Tabebuia,16.57,c.c,800,3,1,31,43,12,12,43.18,539.2,26.34,0.24,6.99,2.98,43.18,6,1.420000017,1,2.840000033,43.04,42.97,800,800,762.2,49.6,57.5,57.36,66.5,500.42,1500.45,271.15,100.67,-0.17,-1.15,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,316.33,316.19,240.07,-0.81,8.77,87.1,29.6,43.11,8.74,0.22,5.79,2.95,0.14,54.12,0.71,66.19,749.57,0.02,0,316.33
249,Tabebuia,9.82,c.c,400,4,1,41,25,1,1,28.59,619.1,30.09,0.43,4.5,1.19,28.59,6,1.420000017,1,2.840000033,26.22,25.01,800,800,759.67,21.85,27.11,64.62,80.16,500.3,1498.94,175.56,101.08,-7.42,0.27,1,-0.22,2.74,1,0,0.16,111115,0.83,0,301.74,299.37,239.83,0.16,3.93,38.86,11.75,27.41,3.67,0.37,2.74,0.93,0.24,62.37,0.81,72.81,745.14,0.03,0,301.74
249,Tabebuia,10.7,c.c,400,4,1,41,29,2,2,31.34,577.3,32.99,0.34,3.24,1.03,31.34,6,1.420000017,1,2.840000033,29.58,29.13,800,801,758.13,31.63,35.38,76.83,85.94,500.22,1500.49,307.94,101.03,-6.19,0.21,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,304.49,302.73,240.08,0.89,4.6,45.54,10.16,30.46,4.38,0.31,3.57,0.8,0.19,58.08,0.76,79.26,742.22,0.04,0,304.49
249,Tabebuia,15.23,c.c,400,4,1,41,35.5,3,3,37.23,465.5,33.29,0.21,4.53,2.19,37.23,6,1.420000017,1,2.840000033,35.92,35.56,800,799,755.1,36.51,41.71,61.81,70.61,500.55,1500.04,360.13,100.6,-6.02,-0.34,1,-0.22,2.74,1,0,0.16,111115,0.83,0,310.38,309.07,240.01,0.27,6.38,63.46,21.75,36.57,6.16,0.2,4.2,1.96,0.12,46.45,0.61,66.34,739.05,0.03,0,310.38
251,Tabebuia,15.5,c.c,400,4,1,41,37,4,4,39.91,496.3,31.03,0.22,4.36,2.02,39.91,6,1.420000017,1,2.840000033,38.3,37.11,800,800,759.07,48.39,53.34,71.84,79.19,500.44,1499.15,150.6,100.45,-0.13,-0.71,1,-0.22,2.74,1,0,0.16,111115,0.83,0,313.06,311.45,239.86,0.31,7.38,73.43,20.09,39.1,7.07,0.2,5.36,1.71,0.13,49.48,0.65,72.89,744.09,0.03,0,313.06
261,Tabebuia,11.22,c.w,800,1,1,11,28,1,16,33.7,614.9,20.7,0.26,3.91,1.61,33.7,6,1.420000017,1,2.840000033,30.4,28.59,800,801,772.37,31.63,36.16,73.21,83.68,500.32,1498.9,446.22,100.91,-2.98,-0.29,1,-0.22,2.74,1,0,0.16,111115,0.83,0,306.85,303.55,239.82,0.32,5.25,52.07,15.91,32.05,4.79,0.23,3.65,1.14,0.15,61.89,0.79,70.68,762.42,0.02,0,306.85
261,Tabebuia,13.5,c.w,800,1,1,11,31,2,17,35.39,633.3,20.14,0.3,5.58,1.95,35.39,6,1.420000017,1,2.840000033,32.61,31.05,800,801,771.74,31.46,37.9,64.1,77.23,500.28,1500.2,159.72,100.72,-3.87,-0.58,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,308.54,305.76,240.03,-0.48,5.77,57.29,19.38,34,5.34,0.27,3.82,1.53,0.17,63.66,0.82,67.9,762.06,0.02,0,308.54
262,Tabebuia,9.92,c.w,800,1,1,11,33,4,19,37.14,603.4,23.65,0.28,5.35,1.99,37.14,6,1.420000017,1,2.840000033,34.39,33,800,804,771.29,37.09,43.22,68.61,79.96,500.33,1499.54,197.61,100.98,0.46,-0.73,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,310.29,307.54,239.93,-0.36,6.35,62.93,19.7,35.76,5.89,0.26,4.36,1.53,0.16,60.78,0.78,69.92,759.93,0.02,0,310.29
262,Tabebuia,10.33,c.w,800,1,1,11,33.5,5,20,37.25,583.8,22.5,0.24,4.71,2.06,37.25,6,1.420000017,1,2.840000033,34.68,33.6,800,801,769.29,37.52,42.92,68.27,78.11,500.32,1499.04,235.16,100.99,0.04,-0.75,1,-0.22,2.74,1,0,0.16,111115,0.83,0,310.4,307.83,239.85,-0.01,6.39,63.28,20.36,35.96,5.96,0.22,4.33,1.62,0.14,58.79,0.76,68.65,758.49,0.02,0,310.4
262,Tabebuia,10.74,c.w,800,1,1,11,35,6,21,38.6,585.7,22.52,0.24,5.18,2.2,38.6,6,1.420000017,1,2.840000033,36.1,35,800,801,769.66,40.36,46.28,67.89,77.86,500.45,1499.14,397.25,100.99,0.03,-0.9,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,311.75,309.25,239.86,-0.24,6.88,68.1,21.82,37.35,6.43,0.22,4.67,1.75,0.14,58.99,0.76,68.7,758.84,0.02,0,311.75
262,Tabebuia,14.33,c.w,800,1,1,11,36,7,22,39.73,472.7,19.98,0.12,3.65,2.93,39.73,6,1.420000017,1,2.840000033,37,36.1,800,800,772.53,39.29,43.48,62.73,69.41,500.34,1500.18,170.8,100.63,-1.72,-0.88,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,312.88,310.15,240.03,0.5,7.31,72.62,29.14,38.36,6.79,0.12,4.38,2.41,0.07,47.26,0.61,59.17,762.92,0.02,0,312.88
262,Tabebuia,14.74,c.w,800,1,1,11,37,8,23,39.13,514.8,19.99,0.15,4.31,2.92,39.13,6,1.420000017,1,2.840000033,37.42,37.1,800,801,772.78,36.28,41.24,56.61,64.35,500.24,1500.82,107.02,100.67,-2.02,-0.81,1,-0.22,2.74,1,0,0.16,111115,0.83,0,312.28,310.57,240.13,0.32,7.08,70.29,29.05,38.28,6.76,0.14,4.15,2.61,0.09,51.56,0.66,58.39,763.17,0.02,0,312.28
263,Tabebuia,9.97,c.w,800,1,1,11,24.5,9,24,29.36,630.7,16.78,0.22,2.94,1.4,29.36,6,1.420000017,1,2.840000033,26.09,24.61,800,800,776.86,23.34,26.77,69.5,79.71,500.26,1498.78,683.23,100.99,-3.04,-0.03,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,302.51,299.24,239.8,0.85,4.11,40.67,13.9,27.73,3.73,0.2,2.7,1.03,0.13,63.51,0.81,67.18,768.77,0.01,0,302.51
263,Tabebuia,10.38,c.w,800,1,1,11,26,10,25,30.47,633.4,17.79,0.24,3.53,1.54,30.47,6,1.420000017,1,2.840000033,27.4,25.99,800,802,777.48,23.92,28.03,65.9,77.24,500.32,1500.82,511.47,100.98,-3.41,-0.12,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,303.62,300.55,240.13,0.56,4.38,43.33,15.3,28.94,4.01,0.22,2.83,1.18,0.14,63.79,0.81,66.26,768.91,0.02,0,303.62
263,Tabebuia,10.83,c.w,800,1,1,11,27,11,26,31.99,598.7,18.83,0.2,3.52,1.81,31.99,6,1.420000017,1,2.840000033,28.62,26.97,800,803,776.84,25.3,29.39,64.92,75.42,500.37,1500.03,906,100.96,-3.62,-0.2,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,305.14,301.77,240,0.52,4.77,47.27,17.88,30.31,4.34,0.19,2.97,1.37,0.12,60.25,0.77,63.28,767.77,0.02,0,305.14
265,Tabebuia,12.06,c.w,800,1,1,11,38,12,27,41.89,605.3,21.42,0.27,5.96,2.27,41.89,6,1.420000017,1,2.840000033,39.44,38,800,800,769.09,52.12,58.85,72.96,82.38,500.46,1498.99,119.21,100.73,1.74,-1.44,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,315.04,312.59,239.84,-0.64,8.2,81.36,22.52,40.67,7.68,0.25,5.93,1.75,0.16,60.82,0.79,72.82,758.8,0.02,0,315.04
265,Tabebuia,12.5,c.w,800,1,1,11,39,13,28,42.26,614.8,20.37,0.27,5.87,2.21,42.26,6,1.420000017,1,2.840000033,40.09,39,800,800,770.1,54.48,61.09,73.61,82.54,500.43,1499.31,126.82,100.68,2.13,-1.53,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0.01,315.41,313.24,239.89,-0.56,8.36,83.01,21.92,41.18,7.89,0.25,6.15,1.74,0.16,61.75,0.8,74.03,760.3,0.02,0,315.41
265,Tabebuia,12.98,c.w,800,1,1,11,40,14,29,43.78,602.7,18.22,0.22,5.48,2.49,43.78,6,1.420000017,1,2.840000033,41.27,40,800,800,772.76,59.06,65.2,74.94,82.74,500.52,1500.35,146.66,100.64,3.04,-1.71,1,-0.22,2.74,1,0,0.16,111115,0.83,0.01,316.93,314.42,240.06,-0.41,9.05,89.9,24.7,42.52,8.47,0.2,6.56,1.91,0.13,60.48,0.78,72.37,763.99,0.02,0,316.93
265,Tabebuia,13.49,c.w,800,1,1,11,41,15,30,44.47,591.8,15.68,0.17,5,2.85,44.47,6,1.420000017,1,2.840000033,42.03,41,800,802,778.26,59.28,64.89,72.24,79.07,500.43,1501.31,136.07,100.6,2.37,-1.78,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,317.62,315.18,240.21,-0.16,9.38,93.22,28.33,43.25,8.8,0.16,6.53,2.27,0.1,59.3,0.76,68.89,770.7,0.01,0,317.62
261,Tabebuia,10.63,c.w,800,2,1,21,27,1,18,32.35,583.3,19.5,0.19,2.65,1.45,32.35,6,1.420000017,1,2.840000033,29.01,27.16,800,801,774.88,30.79,33.85,77.22,84.9,500.44,1499.83,304.27,100.93,-1.33,-0.08,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,305.5,302.16,239.97,0.97,4.87,48.25,14.4,30.68,4.43,0.18,3.42,1.01,0.11,58.66,0.75,70.82,765.49,0.02,0,305.5
262,Tabebuia,9.5,c.w,800,2,1,21,33,4,21,36.65,411,18.42,0.09,2.01,2.28,36.65,6,1.420000017,1,2.840000033,34.44,33,800,803,779.28,36.38,38.7,67.11,71.4,499.48,1499.77,263.25,100.99,-0.83,-0.65,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,309.8,307.59,239.96,1.43,6.19,61.26,22.56,35.55,5.82,0.08,3.91,1.91,0.05,41.06,0.52,62.4,770.41,0.02,0,309.8
262,Tabebuia,11.59,c.w,800,2,1,21,35.5,6,23,40.46,447.4,18.91,0.1,2.97,2.79,40.46,6,1.420000017,1,2.840000033,36.93,35.5,800,800,774.52,44.29,47.68,71.18,76.62,500.42,1501.38,324.53,100.92,0.32,-0.98,1,-0.22,2.74,1,0,0.16,111115,0.83,0,313.61,310.08,240.22,0.73,7.6,75.28,27.6,38.69,6.91,0.1,4.81,2.1,0.06,44.77,0.57,62.32,765.42,0.02,0,313.61
262,Tabebuia,12.01,c.w,800,2,1,21,36.5,7,24,41.13,426.8,17.47,0.09,2.83,3.07,41.13,6,1.420000017,1,2.840000033,37.78,36.5,800,801,777.38,44.32,47.55,67.98,72.94,500.47,1499.73,140.74,100.89,-0.21,-1.02,1,-0.22,2.74,1,0,0.16,111115,0.83,0,314.28,310.93,239.96,0.82,7.87,78.02,30.47,39.45,7.2,0.09,4.8,2.4,0.05,42.62,0.54,59.61,768.96,0.01,0,314.28
262,Tabebuia,12.4,c.w,800,2,1,21,37.5,8,25,41.17,426.8,17.43,0.09,3.11,3.36,41.17,6,1.420000017,1,2.840000033,38.39,37.5,800,801,777.54,41.35,44.92,61.35,66.63,500.34,1499.77,134.45,100.85,-0.79,-0.95,1,-0.22,2.74,1,0,0.16,111115,0.83,0,314.32,311.54,239.96,0.76,7.89,78.23,33.31,39.78,7.33,0.09,4.53,2.8,0.06,42.61,0.54,56.02,769.14,0.01,0,314.32
263,Tabebuia,9.52,c.w,800,2,1,21,24.5,9,26,28.53,584.1,18.63,0.18,2.02,1.2,28.53,6,1.420000017,1,2.840000033,26.4,24.61,800,800,776.23,24.55,26.91,71.8,78.71,500.27,1499.5,283.44,101.04,-3.1,-0.08,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,301.68,299.55,239.92,1.48,3.91,38.74,11.84,27.46,3.68,0.17,2.72,0.96,0.1,58.79,0.75,70.25,767.26,0.02,0,301.68
263,Tabebuia,11.26,c.w,800,2,1,21,27,10,27,30.51,618.7,19.81,0.25,3.37,1.45,30.51,6,1.420000017,1,2.840000033,28.59,26.97,800,801,774.12,25.13,29.06,64.58,74.68,500.19,1498.84,249.15,100.92,-3.6,-0.21,1,-0.22,2.74,1,0,0.16,111115,0.83,0,303.66,301.74,239.81,0.8,4.39,43.47,14.41,29.55,4.15,0.23,2.93,1.22,0.14,62.28,0.8,68.33,764.58,0.02,0,303.66
264,Tabebuia,15.21,c.w,800,2,1,21,38,11,28,40.56,548.1,19.27,0.16,4.09,2.49,40.56,6,1.420000017,1,2.840000033,39.1,38.09,800,800,772.98,46.57,51.23,66.29,72.91,500.47,1500.32,232.09,100.57,-0.03,-1.21,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,313.71,312.25,240.05,0.47,7.64,75.95,24.72,39.83,7.35,0.16,5.15,2.2,0.1,54.88,0.71,67.14,763.71,0.02,0,313.71
264,Tabebuia,16.03,c.w,800,2,1,21,39,12,29,43.05,526.2,15.26,0.11,3.46,2.93,43.05,6,1.420000017,1,2.840000033,40.76,39.2,800,800,778.99,53.61,57.52,69.82,74.92,499.53,1499.84,234.96,100.57,1.66,-1.49,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,316.2,313.91,239.97,0.65,8.71,86.62,29.1,41.91,8.2,0.11,5.78,2.42,0.07,52.57,0.67,65.2,771.62,0.01,0,316.2
265,Tabebuia,14.01,c.w,800,2,1,21,39,13,30,41.67,470.4,15.57,0.09,2.65,2.8,41.67,6,1.420000017,1,2.840000033,39.61,39,800,801,779.48,49.76,52.77,68.91,73.08,499.5,1500.78,50.98,100.55,-0.29,-1.27,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,314.82,312.76,240.13,1.11,8.1,80.58,27.82,40.64,7.67,0.09,5.31,2.37,0.06,46.87,0.6,64.17,771.96,0.01,0,314.82
265,Tabebuia,14.47,c.w,800,2,1,21,40,14,31,39.55,463.3,17.11,0.1,3.18,3.1,39.55,6,1.420000017,1,2.840000033,39.39,40,800,799,775.81,37.45,41.12,52.47,57.6,499.6,1500.5,67.65,100.55,-2.77,-0.87,0.67,-0.22,2.74,1,0,0.16,111115,0.83,0,312.7,312.54,240.08,1.13,7.24,71.99,30.87,39.47,7.21,0.1,4.13,3.07,0.06,46.2,0.59,56.1,767.56,0.01,0,312.7
